Gene,Protein.ID,Protein.Description,logFC,AveExpr,comparison.label,sample,pvalue,hit_annotation
PPME1,Q9Y570,Protein phosphatase methylesterase 1,-1.713338413,21.20680959,PA_UV vs PA_NoUV,cytosole,7.23E-12,hit
CPNE3,O75131,Copine-3,-1.787708558,22.60171948,PA_UV vs PA_NoUV,cytosole,7.34E-12,hit
PSMD5,Q16401,26S proteasome non-ATPase regulatory subunit 5,-1.58442991,21.97691093,PA_UV vs PA_NoUV,cytosole,7.37E-12,hit
OSBPL9,Q96SU4,Oxysterol-binding protein-related protein 9,-1.384895249,20.78247607,PA_UV vs PA_NoUV,cytosole,7.52E-12,hit
NAA25,Q14CX7,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",-1.506080111,17.66925135,PA_UV vs PA_NoUV,cytosole,7.59E-12,hit
CTPS1,P17812,CTP synthase 1,-1.682490992,23.4809027,PA_UV vs PA_NoUV,cytosole,7.62E-12,hit
EML2,O95834,Echinoderm microtubule-associated protein-like 2,-1.638976569,19.93022133,PA_UV vs PA_NoUV,cytosole,7.76E-12,hit
NQO1,P15559,NAD(P)H dehydrogenase [quinone] 1,-1.971556911,22.53089081,PA_UV vs PA_NoUV,cytosole,7.80E-12,hit
DYNC1H1,Q14204,Cytoplasmic dynein 1 heavy chain 1,-1.539902952,24.21876841,PA_UV vs PA_NoUV,cytosole,7.87E-12,hit
PANK4,Q9NVE7,4'-phosphopantetheine phosphatase,-1.49390192,18.58410199,PA_UV vs PA_NoUV,cytosole,7.94E-12,hit
KIFBP,Q96EK5,KIF-binding protein,-1.43452629,22.09263003,PA_UV vs PA_NoUV,cytosole,8.05E-12,hit
KIF11,P52732,Kinesin-like protein KIF11,-1.358295873,19.35601665,PA_UV vs PA_NoUV,cytosole,8.16E-12,hit
PDXK,O00764,Pyridoxal kinase,-1.590417629,22.45640652,PA_UV vs PA_NoUV,cytosole,8.23E-12,hit
PGD,P52209,"6-phosphogluconate dehydrogenase, decarboxylating",-1.742883307,23.34433685,PA_UV vs PA_NoUV,cytosole,8.32E-12,hit
SNX2,O60749,Sorting nexin-2,-1.940642702,18.83604905,PA_UV vs PA_NoUV,cytosole,8.39E-12,hit
ARPC1B,O15143,Actin-related protein 2/3 complex subunit 1B,-1.940899622,21.15693587,PA_UV vs PA_NoUV,cytosole,8.49E-12,hit
SBNO1,A3KN83,Protein strawberry notch homolog 1,-1.680350152,18.05698026,PA_UV vs PA_NoUV,cytosole,8.68E-12,hit
MTHFD1,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",-1.840076863,23.54606863,PA_UV vs PA_NoUV,cytosole,8.89E-12,hit
NUDC,Q9Y266,Nuclear migration protein nudC,-1.772987843,21.18306864,PA_UV vs PA_NoUV,cytosole,8.89E-12,hit
SARS1,P49591,"Serine--tRNA ligase, cytoplasmic",-1.850241007,22.80279125,PA_UV vs PA_NoUV,cytosole,8.94E-12,hit
GNAS,Q5JWF2,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,-1.357155278,19.80651029,PA_UV vs PA_NoUV,cytosole,9.08E-12,hit
WDR44,Q5JSH3,WD repeat-containing protein 44,-1.874733075,21.55914206,PA_UV vs PA_NoUV,cytosole,9.09E-12,hit
LTA4H,P09960,Leukotriene A-4 hydrolase,-1.534605896,23.72215909,PA_UV vs PA_NoUV,cytosole,9.14E-12,hit
RPS3A,P61247,40S ribosomal protein S3a,-1.630373267,25.05704123,PA_UV vs PA_NoUV,cytosole,9.16E-12,hit
GBF1,Q92538,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,-1.429841392,20.33582433,PA_UV vs PA_NoUV,cytosole,9.56E-12,hit
OGFR,Q9NZT2,Opioid growth factor receptor,-1.643245247,20.85171814,PA_UV vs PA_NoUV,cytosole,9.77E-12,hit
PPP2R1B,P30154,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,-1.435017746,19.42439724,PA_UV vs PA_NoUV,cytosole,9.88E-12,hit
DNAJC7,Q99615,DnaJ homolog subfamily C member 7,-1.827961866,22.79439186,PA_UV vs PA_NoUV,cytosole,1.00E-11,hit
KLC1,Q07866,Kinesin light chain 1,-1.942956161,20.12186115,PA_UV vs PA_NoUV,cytosole,1.02E-11,hit
API5,Q9BZZ5,Apoptosis inhibitor 5,-1.390373167,20.55938222,PA_UV vs PA_NoUV,cytosole,1.08E-11,hit
KIF1C,O43896,Kinesin-like protein KIF1C,-1.241294468,19.56242975,PA_UV vs PA_NoUV,cytosole,1.08E-11,hit
AHCYL1,O43865,S-adenosylhomocysteine hydrolase-like protein 1,-1.658198883,22.38370736,PA_UV vs PA_NoUV,cytosole,1.10E-11,hit
RRM2,P31350,Ribonucleoside-diphosphate reductase subunit M2,-1.811217257,21.78965436,PA_UV vs PA_NoUV,cytosole,1.11E-11,hit
ARPC2,O15144,Actin-related protein 2/3 complex subunit 2,-1.588060589,20.95227807,PA_UV vs PA_NoUV,cytosole,1.12E-11,hit
PHGDH,O43175,D-3-phosphoglycerate dehydrogenase,-1.905293978,24.51947531,PA_UV vs PA_NoUV,cytosole,1.15E-11,hit
TBC1D4,O60343,TBC1 domain family member 4,-2.026078764,17.95073942,PA_UV vs PA_NoUV,cytosole,1.16E-11,hit
PDCD6IP,Q8WUM4,Programmed cell death 6-interacting protein,-1.760839984,24.84958921,PA_UV vs PA_NoUV,cytosole,1.18E-11,hit
NCAPG,Q9BPX3,Condensin complex subunit 3,-1.570137573,21.08920391,PA_UV vs PA_NoUV,cytosole,1.18E-11,hit
NEDD8,Q15843,NEDD8,-1.712725076,19.15416689,PA_UV vs PA_NoUV,cytosole,1.21E-11,hit
STK26,Q9P289,Serine/threonine-protein kinase 26,-1.634840277,21.70124967,PA_UV vs PA_NoUV,cytosole,1.26E-11,hit
THUMPD1,Q9NXG2,THUMP domain-containing protein 1,-1.646486586,22.21463938,PA_UV vs PA_NoUV,cytosole,1.28E-11,hit
DDX3X,O00571,ATP-dependent RNA helicase DDX3X,-1.668907728,24.09833822,PA_UV vs PA_NoUV,cytosole,1.34E-11,hit
UBA2,Q9UBT2,SUMO-activating enzyme subunit 2,-1.415237105,24.36563615,PA_UV vs PA_NoUV,cytosole,1.34E-11,hit
PYGL,P06737,"Glycogen phosphorylase, liver form",-1.465487012,19.38726732,PA_UV vs PA_NoUV,cytosole,1.35E-11,hit
ANXA4,P09525,Annexin A4,-1.830676979,21.76938757,PA_UV vs PA_NoUV,cytosole,1.37E-11,hit
ANXA6,P08133,Annexin A6,-1.843398966,23.16940704,PA_UV vs PA_NoUV,cytosole,1.37E-11,hit
BZW2,Q9Y6E2,eIF5-mimic protein 1,-1.548890117,21.6996947,PA_UV vs PA_NoUV,cytosole,1.39E-11,hit
FLII,Q13045,Protein flightless-1 homolog,-1.531585244,20.93770021,PA_UV vs PA_NoUV,cytosole,1.41E-11,hit
DNAJB1,P25685,DnaJ homolog subfamily B member 1,-1.699387192,21.72407894,PA_UV vs PA_NoUV,cytosole,1.45E-11,hit
TES,Q9UGI8,Testin,-1.762187505,21.16718734,PA_UV vs PA_NoUV,cytosole,1.45E-11,hit
TTC1,Q99614,Tetratricopeptide repeat protein 1,-1.37317992,19.82716623,PA_UV vs PA_NoUV,cytosole,1.48E-11,hit
KYAT3,Q6YP21,Kynurenine--oxoglutarate transaminase 3,-1.479122975,20.91606095,PA_UV vs PA_NoUV,cytosole,1.50E-11,hit
PAFAH1B1,P43034,Platelet-activating factor acetylhydrolase IB subunit beta,-1.712915628,22.47279209,PA_UV vs PA_NoUV,cytosole,1.50E-11,hit
LARS1,Q9P2J5,"Leucine--tRNA ligase, cytoplasmic",-1.288628344,23.78438365,PA_UV vs PA_NoUV,cytosole,1.52E-11,hit
AARS1,P49588,"Alanine--tRNA ligase, cytoplasmic",-1.822670958,24.96656046,PA_UV vs PA_NoUV,cytosole,1.53E-11,hit
NIT2,Q9NQR4,Omega-amidase NIT2,-1.856601137,22.31363765,PA_UV vs PA_NoUV,cytosole,1.54E-11,hit
FKBP3,Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3,-1.970656754,22.25625515,PA_UV vs PA_NoUV,cytosole,1.57E-11,hit
USP24,Q9UPU5,Ubiquitin carboxyl-terminal hydrolase 24,-1.276025614,18.36511942,PA_UV vs PA_NoUV,cytosole,1.61E-11,hit
PTPA,Q15257,Serine/threonine-protein phosphatase 2A activator,-1.502444114,21.53989515,PA_UV vs PA_NoUV,cytosole,1.66E-11,hit
PPID,Q08752,Peptidyl-prolyl cis-trans isomerase D,-1.855241313,21.16008457,PA_UV vs PA_NoUV,cytosole,1.66E-11,hit
EIF5,P55010,Eukaryotic translation initiation factor 5,-1.716932032,20.66093306,PA_UV vs PA_NoUV,cytosole,1.69E-11,hit
GDI1,P31150,Rab GDP dissociation inhibitor alpha,-1.653688166,21.22524807,PA_UV vs PA_NoUV,cytosole,1.69E-11,hit
CAB39,Q9Y376,Calcium-binding protein 39,-1.719821447,19.34617547,PA_UV vs PA_NoUV,cytosole,1.73E-11,hit
TUBA4A,P68366,Tubulin alpha-4A chain,-2.066988533,23.58030526,PA_UV vs PA_NoUV,cytosole,1.74E-11,hit
PRKAR1A,P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit,-1.788405279,23.7916123,PA_UV vs PA_NoUV,cytosole,1.81E-11,hit
WARS1,P23381,"Tryptophan--tRNA ligase, cytoplasmic",-2.005442837,22.67492968,PA_UV vs PA_NoUV,cytosole,1.96E-11,hit
ECPAS,Q5VYK3,Proteasome adapter and scaffold protein ECM29,-1.645223413,22.00678354,PA_UV vs PA_NoUV,cytosole,1.96E-11,hit
CTNNA1,P35221,Catenin alpha-1,-1.545204006,21.903494,PA_UV vs PA_NoUV,cytosole,1.97E-11,hit
DUSP12,Q9UNI6,Dual specificity protein phosphatase 12,-1.740206284,19.54520418,PA_UV vs PA_NoUV,cytosole,1.98E-11,hit
PRMT5,O14744,Protein arginine N-methyltransferase 5,-1.446574713,22.84696277,PA_UV vs PA_NoUV,cytosole,1.99E-11,hit
SERBP1,Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein,-2.839687861,23.25179019,PA_UV vs PA_NoUV,cytosole,2.03E-11,hit
ASS1,P00966,Argininosuccinate synthase,-1.922748439,24.78110627,PA_UV vs PA_NoUV,cytosole,2.04E-11,hit
CCT2,P78371,T-complex protein 1 subunit beta,-2.146440051,24.14410964,PA_UV vs PA_NoUV,cytosole,2.05E-11,hit
EFTUD2,Q15029,116 kDa U5 small nuclear ribonucleoprotein component,-1.201339525,21.68453159,PA_UV vs PA_NoUV,cytosole,2.07E-11,hit
XRCC6,P12956,X-ray repair cross-complementing protein 6,-1.339471458,23.90415058,PA_UV vs PA_NoUV,cytosole,2.13E-11,hit
PSMG1,O95456,Proteasome assembly chaperone 1,-1.618868776,21.01101562,PA_UV vs PA_NoUV,cytosole,2.13E-11,hit
CAPNS1,P04632,Calpain small subunit 1,-1.893507406,20.92541938,PA_UV vs PA_NoUV,cytosole,2.15E-11,hit
SNX3,O60493,Sorting nexin-3,-1.962222465,19.90158325,PA_UV vs PA_NoUV,cytosole,2.17E-11,hit
HSPB1,P04792,Heat shock protein beta-1,-1.927148709,23.36768841,PA_UV vs PA_NoUV,cytosole,2.17E-11,hit
TXNRD1,Q16881,"Thioredoxin reductase 1, cytoplasmic",-1.638730103,24.13639044,PA_UV vs PA_NoUV,cytosole,2.28E-11,hit
MYL6,P60660,Myosin light polypeptide 6,-1.559976087,22.21880687,PA_UV vs PA_NoUV,cytosole,2.34E-11,hit
BZW1,Q7L1Q6,eIF5-mimic protein 2,-1.434517757,22.84527158,PA_UV vs PA_NoUV,cytosole,2.34E-11,hit
OAS3,Q9Y6K5,2'-5'-oligoadenylate synthase 3,-1.377872722,19.56705085,PA_UV vs PA_NoUV,cytosole,2.36E-11,hit
UBE2O,Q9C0C9,(E3-independent) E2 ubiquitin-conjugating enzyme,-1.585463775,22.4702651,PA_UV vs PA_NoUV,cytosole,2.41E-11,hit
ACLY,P53396,ATP-citrate synthase,-1.809757358,24.92137781,PA_UV vs PA_NoUV,cytosole,2.42E-11,hit
UBE2T,Q9NPD8,Ubiquitin-conjugating enzyme E2 T,-1.725405752,19.26571007,PA_UV vs PA_NoUV,cytosole,2.44E-11,hit
HSP90AB1,P08238,Heat shock protein HSP 90-beta,-1.774829194,26.918152,PA_UV vs PA_NoUV,cytosole,2.45E-11,hit
IQGAP1,P46940,Ras GTPase-activating-like protein IQGAP1,-1.591445298,25.03278927,PA_UV vs PA_NoUV,cytosole,2.46E-11,hit
PRPF8,Q6P2Q9,Pre-mRNA-processing-splicing factor 8,-1.106316705,20.73828705,PA_UV vs PA_NoUV,cytosole,2.49E-11,hit
EEF2,P13639,Elongation factor 2,-2.365656255,26.07685394,PA_UV vs PA_NoUV,cytosole,2.52E-11,hit
STAMBP,O95630,STAM-binding protein,-1.564770857,18.06425583,PA_UV vs PA_NoUV,cytosole,2.57E-11,hit
RPLP0,P05388,60S acidic ribosomal protein P0,-1.699136657,23.53149718,PA_UV vs PA_NoUV,cytosole,2.58E-11,hit
IPO4,Q8TEX9,Importin-4,-1.611823159,21.35072363,PA_UV vs PA_NoUV,cytosole,2.70E-11,hit
PFAS,O15067,Phosphoribosylformylglycinamidine synthase,-1.477369019,24.09523519,PA_UV vs PA_NoUV,cytosole,2.70E-11,hit
EEF1A1,P68104,Elongation factor 1-alpha 1,-2.239926639,25.42604669,PA_UV vs PA_NoUV,cytosole,2.71E-11,hit
RPS6KA3,P51812,Ribosomal protein S6 kinase alpha-3,-1.510614901,22.30726147,PA_UV vs PA_NoUV,cytosole,2.72E-11,hit
RPL12,P30050,60S ribosomal protein L12,-1.913535527,23.82758403,PA_UV vs PA_NoUV,cytosole,2.82E-11,hit
RPL38,P63173,60S ribosomal protein L38,-3.103476315,20.92862185,PA_UV vs PA_NoUV,cytosole,2.89E-11,hit
PUF60,Q9UHX1,Poly(U)-binding-splicing factor PUF60,-1.25016111,22.24140126,PA_UV vs PA_NoUV,cytosole,2.98E-11,hit
MAT2A,P31153,S-adenosylmethionine synthase isoform type-2,-1.407450535,24.50111487,PA_UV vs PA_NoUV,cytosole,3.07E-11,hit
QARS1,P47897,Glutamine--tRNA ligase,-1.362716869,23.50467354,PA_UV vs PA_NoUV,cytosole,3.08E-11,hit
HNRNPA1,P09651,Heterogeneous nuclear ribonucleoprotein A1,-1.595685496,22.72575237,PA_UV vs PA_NoUV,cytosole,3.10E-11,hit
EIF3M,Q7L2H7,Eukaryotic translation initiation factor 3 subunit M,-1.46225663,20.74584108,PA_UV vs PA_NoUV,cytosole,3.13E-11,hit
ALDH9A1,P49189,4-trimethylaminobutyraldehyde dehydrogenase,-1.680831778,22.9535188,PA_UV vs PA_NoUV,cytosole,3.28E-11,hit
RPL27A,P46776,60S ribosomal protein L27a,-1.877247943,22.02252534,PA_UV vs PA_NoUV,cytosole,3.33E-11,hit
IFT27,Q9BW83,Intraflagellar transport protein 27 homolog,-1.477487483,18.62738038,PA_UV vs PA_NoUV,cytosole,3.33E-11,hit
MAPK14,Q16539,Mitogen-activated protein kinase 14,-1.507749961,21.87084721,PA_UV vs PA_NoUV,cytosole,3.37E-11,hit
RAB9A,P51151,Ras-related protein Rab-9A,-1.307997186,18.87062976,PA_UV vs PA_NoUV,cytosole,3.45E-11,hit
CSRP1,P21291,Cysteine and glycine-rich protein 1,-2.494483241,20.40267374,PA_UV vs PA_NoUV,cytosole,3.46E-11,hit
GMPS,P49915,GMP synthase [glutamine-hydrolyzing],-1.486737325,23.56737294,PA_UV vs PA_NoUV,cytosole,3.54E-11,hit
MAP2K1,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,-1.92945892,20.34568753,PA_UV vs PA_NoUV,cytosole,3.56E-11,hit
TTC27,Q6P3X3,Tetratricopeptide repeat protein 27,-1.834627107,20.61363957,PA_UV vs PA_NoUV,cytosole,3.58E-11,hit
GPI,P06744,Glucose-6-phosphate isomerase,-1.980253035,24.925132,PA_UV vs PA_NoUV,cytosole,3.59E-11,hit
GAMT,Q14353,Guanidinoacetate N-methyltransferase,-1.609570464,20.50233024,PA_UV vs PA_NoUV,cytosole,3.68E-11,hit
NOB1,Q9ULX3,RNA-binding protein NOB1,-1.717783959,19.96219093,PA_UV vs PA_NoUV,cytosole,3.70E-11,hit
LASP1,Q14847,LIM and SH3 domain protein 1,-2.06965213,21.06314719,PA_UV vs PA_NoUV,cytosole,3.74E-11,hit
GSDME,O60443,Gasdermin-E,-1.950467884,20.73608724,PA_UV vs PA_NoUV,cytosole,3.74E-11,hit
NTMT1,Q9BV86,N-terminal Xaa-Pro-Lys N-methyltransferase 1,-1.882092329,17.22946729,PA_UV vs PA_NoUV,cytosole,4.04E-11,hit
CACYBP,Q9HB71,Calcyclin-binding protein,-2.748662282,22.36783632,PA_UV vs PA_NoUV,cytosole,4.23E-11,hit
NCAPH,Q15003,Condensin complex subunit 2,-1.753505755,20.2568594,PA_UV vs PA_NoUV,cytosole,4.27E-11,hit
PFKM,P08237,"ATP-dependent 6-phosphofructokinase, muscle type",-1.785621421,22.68108975,PA_UV vs PA_NoUV,cytosole,4.28E-11,hit
UBE2M,P61081,NEDD8-conjugating enzyme Ubc12,-1.553574993,21.71587948,PA_UV vs PA_NoUV,cytosole,4.30E-11,hit
KARS1,Q15046,Lysine--tRNA ligase,-1.740029057,24.35379786,PA_UV vs PA_NoUV,cytosole,4.32E-11,hit
DNAJA1,P31689,DnaJ homolog subfamily A member 1,-2.170576668,22.82414177,PA_UV vs PA_NoUV,cytosole,4.40E-11,hit
AP3D1,O14617,AP-3 complex subunit delta-1,-1.945980313,19.97787639,PA_UV vs PA_NoUV,cytosole,4.48E-11,hit
PFN1,P07737,Profilin-1,-2.015770423,24.64063552,PA_UV vs PA_NoUV,cytosole,4.57E-11,hit
PA2G4,Q9UQ80,Proliferation-associated protein 2G4,-1.883446828,24.19325187,PA_UV vs PA_NoUV,cytosole,4.57E-11,hit
PFKL,P17858,"ATP-dependent 6-phosphofructokinase, liver type",-1.490273932,22.19098825,PA_UV vs PA_NoUV,cytosole,4.66E-11,hit
RPL36A,P83881,60S ribosomal protein L36a,-1.980625929,22.05501351,PA_UV vs PA_NoUV,cytosole,4.83E-11,hit
LDHA,P00338,L-lactate dehydrogenase A chain,-2.122741052,25.02362748,PA_UV vs PA_NoUV,cytosole,4.86E-11,hit
EIF4A1,P60842,Eukaryotic initiation factor 4A-I,-1.398352796,25.11294331,PA_UV vs PA_NoUV,cytosole,4.94E-11,hit
CHMP5,Q9NZZ3,Charged multivesicular body protein 5,-2.149856956,16.65111597,PA_UV vs PA_NoUV,cytosole,5.01E-11,hit
PEPD,P12955,Xaa-Pro dipeptidase,-1.482937669,21.9065473,PA_UV vs PA_NoUV,cytosole,5.03E-11,hit
PSMC3,P17980,26S proteasome regulatory subunit 6A,-1.307994918,21.92647973,PA_UV vs PA_NoUV,cytosole,5.18E-11,hit
ARAF,P10398,Serine/threonine-protein kinase A-Raf,-1.725073372,19.97188135,PA_UV vs PA_NoUV,cytosole,5.18E-11,hit
UAP1,Q16222,UDP-N-acetylhexosamine pyrophosphorylase,-1.40237288,22.85762036,PA_UV vs PA_NoUV,cytosole,5.33E-11,hit
CTPS2,Q9NRF8,CTP synthase 2,-1.435601501,18.77805798,PA_UV vs PA_NoUV,cytosole,5.39E-11,hit
PCYT2,Q99447,Ethanolamine-phosphate cytidylyltransferase,-1.803595003,19.01133532,PA_UV vs PA_NoUV,cytosole,5.45E-11,hit
PPP6C,O00743,Serine/threonine-protein phosphatase 6 catalytic subunit,-1.637465511,21.47153577,PA_UV vs PA_NoUV,cytosole,5.57E-11,hit
IPO11,Q9UI26,Importin-11,-1.568359948,19.41029554,PA_UV vs PA_NoUV,cytosole,5.60E-11,hit
RPS16,P62249,40S ribosomal protein S16,-1.433065892,24.69109235,PA_UV vs PA_NoUV,cytosole,5.61E-11,hit
ATP6V1H,Q9UI12,V-type proton ATPase subunit H,-1.614883998,18.55904302,PA_UV vs PA_NoUV,cytosole,5.62E-11,hit
CSNK1A1,P48729,Casein kinase I isoform alpha,-1.445264435,21.46897146,PA_UV vs PA_NoUV,cytosole,5.63E-11,hit
CDC37,Q16543,Hsp90 co-chaperone Cdc37,-1.472779795,23.88351381,PA_UV vs PA_NoUV,cytosole,5.74E-11,hit
ZW10,O43264,Centromere/kinetochore protein zw10 homolog,-1.598962345,19.91462011,PA_UV vs PA_NoUV,cytosole,5.75E-11,hit
PLIN3,O60664,Perilipin-3,-2.026411145,22.37318724,PA_UV vs PA_NoUV,cytosole,5.83E-11,hit
NAA50,Q9GZZ1,N-alpha-acetyltransferase 50,-1.679409069,21.28008343,PA_UV vs PA_NoUV,cytosole,5.99E-11,hit
NLN,Q9BYT8,"Neurolysin, mitochondrial",-1.457777519,20.41860356,PA_UV vs PA_NoUV,cytosole,6.01E-11,hit
ARPC5,O15511,Actin-related protein 2/3 complex subunit 5,-1.983968733,19.07245059,PA_UV vs PA_NoUV,cytosole,6.17E-11,hit
MAGED2,Q9UNF1,Melanoma-associated antigen D2,-1.432543751,22.54014676,PA_UV vs PA_NoUV,cytosole,6.18E-11,hit
DHX57,Q6P158,Putative ATP-dependent RNA helicase DHX57,-1.231870042,19.61001541,PA_UV vs PA_NoUV,cytosole,6.22E-11,hit
EIF3E,P60228,Eukaryotic translation initiation factor 3 subunit E,-1.353452433,22.92930468,PA_UV vs PA_NoUV,cytosole,6.42E-11,hit
XRCC5,P13010,X-ray repair cross-complementing protein 5,-1.261400422,24.36896205,PA_UV vs PA_NoUV,cytosole,6.46E-11,hit
OXSR1,O95747,Serine/threonine-protein kinase OSR1,-2.358580352,19.00920279,PA_UV vs PA_NoUV,cytosole,6.52E-11,hit
MAPRE1,Q15691,Microtubule-associated protein RP/EB family member 1,-1.751148937,21.94049946,PA_UV vs PA_NoUV,cytosole,6.58E-11,hit
SPR,P35270,Sepiapterin reductase,-1.540304112,22.14686359,PA_UV vs PA_NoUV,cytosole,6.67E-11,hit
EIF3B,P55884,Eukaryotic translation initiation factor 3 subunit B,-1.463932999,23.90634226,PA_UV vs PA_NoUV,cytosole,6.72E-11,hit
CAD,P27708,CAD protein,-1.455411837,21.98225517,PA_UV vs PA_NoUV,cytosole,6.72E-11,hit
CSK,P41240,Tyrosine-protein kinase CSK,-1.572981338,18.87840034,PA_UV vs PA_NoUV,cytosole,6.81E-11,hit
SNRPD3,P62318,Small nuclear ribonucleoprotein Sm D3,-1.24823676,19.96406068,PA_UV vs PA_NoUV,cytosole,7.09E-11,hit
NSUN2,Q08J23,RNA cytosine C(5)-methyltransferase NSUN2,-1.382341085,25.07153698,PA_UV vs PA_NoUV,cytosole,7.10E-11,hit
NRDC,O43847,Nardilysin,-1.620754969,23.66047249,PA_UV vs PA_NoUV,cytosole,7.17E-11,hit
ITPA,Q9BY32,Inosine triphosphate pyrophosphatase,-1.783128857,20.13021501,PA_UV vs PA_NoUV,cytosole,7.37E-11,hit
EIF2D,P41214,Eukaryotic translation initiation factor 2D,-1.502638162,18.29330378,PA_UV vs PA_NoUV,cytosole,7.55E-11,hit
PBK,Q96KB5,Lymphokine-activated killer T-cell-originated protein kinase,-1.49944321,21.4877025,PA_UV vs PA_NoUV,cytosole,7.59E-11,hit
AP2M1,Q96CW1,AP-2 complex subunit mu,-1.366778686,19.14424188,PA_UV vs PA_NoUV,cytosole,7.70E-11,hit
TKFC,Q3LXA3,Triokinase/FMN cyclase,-1.671558583,21.55078302,PA_UV vs PA_NoUV,cytosole,7.71E-11,hit
GLRX3,O76003,Glutaredoxin-3,-1.716374351,22.74434532,PA_UV vs PA_NoUV,cytosole,7.77E-11,hit
SPAG5,Q96R06,Sperm-associated antigen 5,-1.487818828,19.49192576,PA_UV vs PA_NoUV,cytosole,7.83E-11,hit
TBCB,Q99426,Tubulin-folding cofactor B,-1.853122413,21.29991688,PA_UV vs PA_NoUV,cytosole,7.99E-11,hit
EPRS1,P07814,Bifunctional glutamate/proline--tRNA ligase,-1.334310311,25.80835065,PA_UV vs PA_NoUV,cytosole,8.01E-11,hit
MTR,Q99707,Methionine synthase,-1.439020643,18.70687849,PA_UV vs PA_NoUV,cytosole,8.02E-11,hit
LRRC47,Q8N1G4,Leucine-rich repeat-containing protein 47,-1.691152186,21.08411167,PA_UV vs PA_NoUV,cytosole,8.06E-11,hit
SNX27,Q96L92,Sorting nexin-27,-1.342708899,16.90178221,PA_UV vs PA_NoUV,cytosole,8.08E-11,hit
AP3B1,O00203,AP-3 complex subunit beta-1,-1.607315618,21.11806974,PA_UV vs PA_NoUV,cytosole,8.20E-11,hit
ADRM1,Q16186,Proteasomal ubiquitin receptor ADRM1,-1.528866768,19.80714765,PA_UV vs PA_NoUV,cytosole,8.44E-11,hit
PSMG3,Q9BT73,Proteasome assembly chaperone 3,-1.57677639,19.75359399,PA_UV vs PA_NoUV,cytosole,8.60E-11,hit
PLAA,Q9Y263,Phospholipase A-2-activating protein,-1.221373641,22.03960493,PA_UV vs PA_NoUV,cytosole,8.61E-11,hit
NUFIP2,Q7Z417,FMR1-interacting protein NUFIP2,-1.742473128,19.39326498,PA_UV vs PA_NoUV,cytosole,8.71E-11,hit
BRAT1,Q6PJG6,BRCA1-associated ATM activator 1,-1.3026379,18.91906751,PA_UV vs PA_NoUV,cytosole,8.91E-11,hit
ADK,P55263,Adenosine kinase,-1.692344909,22.53381178,PA_UV vs PA_NoUV,cytosole,9.16E-11,hit
BLMH,Q13867,Bleomycin hydrolase,-1.660395762,23.97621809,PA_UV vs PA_NoUV,cytosole,9.25E-11,hit
EHD1,Q9H4M9,EH domain-containing protein 1,-1.580538008,18.15977946,PA_UV vs PA_NoUV,cytosole,9.26E-11,hit
NAA10,P41227,N-alpha-acetyltransferase 10,-1.629072679,19.23615306,PA_UV vs PA_NoUV,cytosole,9.39E-11,hit
CAND1,Q86VP6,Cullin-associated NEDD8-dissociated protein 1,-1.306539888,24.45610169,PA_UV vs PA_NoUV,cytosole,9.44E-11,hit
APIP,Q96GX9,Methylthioribulose-1-phosphate dehydratase,-1.41585974,17.91227976,PA_UV vs PA_NoUV,cytosole,9.48E-11,hit
FBXO3,Q9UK99,F-box only protein 3,-1.297945247,18.69759913,PA_UV vs PA_NoUV,cytosole,9.55E-11,hit
RPL36,Q9Y3U8,60S ribosomal protein L36,-1.887676531,22.66096151,PA_UV vs PA_NoUV,cytosole,9.68E-11,hit
HMGB3,O15347,High mobility group protein B3,-2.280087596,22.13343714,PA_UV vs PA_NoUV,cytosole,9.87E-11,hit
KNTC1,P50748,Kinetochore-associated protein 1,-1.491473068,20.70266401,PA_UV vs PA_NoUV,cytosole,9.95E-11,hit
EIF4E,P06730,Eukaryotic translation initiation factor 4E,-1.2235798,21.22848714,PA_UV vs PA_NoUV,cytosole,1.02E-10,hit
NEK9,Q8TD19,Serine/threonine-protein kinase Nek9,-1.833296829,16.39965192,PA_UV vs PA_NoUV,cytosole,1.02E-10,hit
PKM,P14618,Pyruvate kinase PKM,-2.151443813,25.93107884,PA_UV vs PA_NoUV,cytosole,1.04E-10,hit
NOSIP,Q9Y314,Nitric oxide synthase-interacting protein,-1.766228606,19.74375596,PA_UV vs PA_NoUV,cytosole,1.04E-10,hit
VTA1,Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,-1.502436776,20.05793076,PA_UV vs PA_NoUV,cytosole,1.07E-10,hit
AHSA1,O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,-2.449813839,23.2792299,PA_UV vs PA_NoUV,cytosole,1.08E-10,hit
MDH1,P40925,"Malate dehydrogenase, cytoplasmic",-1.929919555,23.41830237,PA_UV vs PA_NoUV,cytosole,1.09E-10,hit
