"","LipidProbe","gene_name","hit_annotation","logFC","pvalue","fdr"
"3756","Sph","SRRT","no hit",0.189929757,0.17323144,"0.277416023"
"3757","Sph","FSCN1","no hit",-0.554084288,0.17637837,"0.282055496"
"3758","Sph","GTF2I","no hit",0.283224225,0.177939763,"0.283899851"
"3759","Sph","YWHAG","no hit",-0.367773515,0.178034628,"0.283899851"
"3760","Sph","RPL17|RPL17-C18orf32","no hit",-0.219006225,0.178412766,"0.28410157"
"3761","Sph","CTNNA1","no hit",0.396703575,0.180998636,"0.287813325"
"3762","Sph","UTRN","no hit",0.257287163,0.181486719,"0.288183552"
"3763","Sph","DCD","no hit",-0.696875839,0.181763128,"0.288217094"
"3764","Sph","YBX1","no hit",-0.168619496,0.183341036,"0.290311402"
"3765","Sph","HNRNPH3","no hit",0.141263397,0.183869276,"0.290740074"
"3766","Sph","COA7","no hit",0.254225414,0.185117139,"0.292303846"
"3767","Sph","CALM1","no hit",0.235671929,0.186415014,"0.29394211"
"3768","Sph","GNPDA1","no hit",-0.350040522,0.189265364,"0.298020357"
"3769","Sph","IDH3A","no hit",0.152042602,0.190024228,"0.298798542"
"3770","Sph","PSMD11","no hit",-0.157120173,0.190590359,"0.298888534"
"3771","Sph","KDM1A","no hit",0.185085223,0.190610934,"0.298888534"
"3772","Sph","TNPO1","no hit",-0.198590086,0.191756616,"0.299900725"
"3773","Sph","PHLDB2","no hit",0.244536998,0.191787709,"0.299900725"
"3774","Sph","H6PD","no hit",0.221904893,0.192575651,"0.300716335"
"3775","Sph","OSBP","no hit",-0.233377965,0.192904401,"0.300813631"
"3776","Sph","GNS","no hit",0.16235792,0.193181734,"0.300830589"
"3777","Sph","THOC2","no hit",0.238918313,0.195234877,"0.303260236"
"3778","Sph","ACTR2","no hit",-0.139304107,0.195279178,"0.303260236"
"3779","Sph","ACSL4","no hit",0.264646018,0.195552129,"0.303266969"
"3780","Sph","SEC16A","no hit",-0.280032304,0.197564176,"0.305967016"
"3781","Sph","HNRNPUL1","no hit",0.127166705,0.200954625,"0.310791468"
"3782","Sph","CTSZ","no hit",0.181606402,0.203510995,"0.313961135"
"3783","Sph","FN1","no hit",0.405117566,0.204194898,"0.313961135"
"3784","Sph","TIMM44","no hit",0.345133111,0.204198544,"0.313961135"
"3785","Sph","EXOSC10","no hit",0.159861201,0.204447685,"0.313961135"
"3786","Sph","CHD4","no hit",0.2568775,0.204596037,"0.313961135"
"3787","Sph","PHGDH","no hit",-0.661183072,0.204672627,"0.313961135"
"3788","Sph","DDX39A","no hit",0.226945044,0.206104342,"0.315728361"
"3789","Sph","PLS1","no hit",-0.219700635,0.206574199,"0.316019336"
"3790","Sph","MAT2A","no hit",-0.356038312,0.207316977,"0.316424168"
"3791","Sph","CPSF3","no hit",0.272944108,0.207399366,"0.316424168"
"3792","Sph","PPIB","no hit",0.309097063,0.208366033,"0.317469975"
"3793","Sph","TTLL12","no hit",-0.237398973,0.209049724,"0.31763494"
"3794","Sph","UHRF1","no hit",0.258879569,0.209099306,"0.31763494"
"3795","Sph","CTH","no hit",-0.441645632,0.209318331,"0.31763494"
"3796","Sph","VARS2","no hit",0.193656458,0.211204335,"0.320066703"
"3797","Sph","CMAS","no hit",0.147412575,0.212857641,"0.321915915"
"3798","Sph","VBP1","no hit",-0.284929294,0.212994853,"0.321915915"
"3799","Sph","CAPZA1","no hit",0.182704788,0.213319032,"0.321974849"
"3800","Sph","EML2","no hit",-0.351880239,0.214518861,"0.32335353"
"3801","Sph","SNRPB|SNRPN","no hit",0.374394869,0.215327446,"0.324139582"
"3802","Sph","XRN2","no hit",0.201873659,0.21851634,"0.328501928"
"3803","Sph","PSMD1","no hit",-0.146825351,0.220047593,"0.330364006"
"3804","Sph","HSPE1-MOB4","no hit",0.180620527,0.222096253,"0.332882745"
"3805","Sph","HEATR3","no hit",-0.246985824,0.222576582,"0.332882745"
"3806","Sph","SMC4","no hit",-0.216642613,0.222609807,"0.332882745"
"3807","Sph","9-Sep","no hit",-0.187969529,0.224751416,"0.335640672"
"3808","Sph","PDCD11","no hit",0.208101738,0.225926879,"0.336950392"
"3809","Sph","MAPK14","no hit",-0.231156052,0.227345402,"0.338618679"
"3810","Sph","UFD1L","no hit",-0.175633438,0.227782504,"0.338707976"
"3811","Sph","FHL2","no hit",-0.20984912,0.22800825,"0.338707976"
"3812","Sph","IARS2","no hit",0.174546833,0.228305376,"0.338707976"
"3813","Sph","AP2B1","no hit",0.180165459,0.230375199,"0.341330183"
"3814","Sph","PTPN1","no hit",0.242207123,0.230742012,"0.341425599"
"3815","Sph","PPP1CA","no hit",0.153648744,0.231651632,"0.342322896"
"3816","Sph","EIF3K","no hit",-0.143580916,0.231975085,"0.342352773"
"3817","Sph","SEC13","no hit",-0.16537878,0.232801796,"0.343124318"
"3818","Sph","RFC4","no hit",0.289048117,0.233390569,"0.343543615"
"3819","Sph","DHX30","no hit",0.154102468,0.233841061,"0.343758539"
"3820","Sph","RRAS2","no hit",0.237858323,0.234217111,"0.343863613"
"3821","Sph","HIST1H1B","no hit",0.186785546,0.236403544,"0.346622859"
"3822","Sph","LAS1L","no hit",0.237606976,0.239258883,"0.350149117"
"3823","Sph","ARID1A","no hit",0.261508321,0.239428803,"0.350149117"
"3824","Sph","GPT2","no hit",0.180851209,0.240477161,"0.351227315"
"3825","Sph","NUP133","no hit",0.20789914,0.240880458,"0.351361806"
"3826","Sph","ARHGAP1","no hit",-0.194690189,0.242494231,"0.353259338"
"3827","Sph","KPNA3","no hit",-0.208542933,0.244752985,"0.356090361"
"3828","Sph","NPC2","no hit",0.292423125,0.250552567,"0.364059007"
"3829","Sph","CCT7","no hit",-0.227810969,0.251133194,"0.364246216"
"3830","Sph","EIF5","no hit",-0.235443364,0.251326662,"0.364246216"
"3831","Sph","PLRG1","no hit",0.227521947,0.25368589,"0.367194064"
"3832","Sph","PITRM1","no hit",0.217730084,0.255215764,"0.368935464"
"3833","Sph","HECTD1","no hit",-0.143408521,0.255716147,"0.369107138"
"3834","Sph","EXOSC7","no hit",0.212922558,0.256197931,"0.369107138"
"3835","Sph","HDLBP","no hit",-0.134483837,0.256490087,"0.369107138"
"3836","Sph","EIF3B","no hit",-0.151283616,0.256642252,"0.369107138"
"3837","Sph","PCM1","no hit",0.222619196,0.257522408,"0.369289188"
"3838","Sph","SYMPK","no hit",0.388580562,0.257812421,"0.369289188"
"3839","Sph","GRSF1","no hit",0.189349614,0.257899896,"0.369289188"
"3840","Sph","SCFD1","no hit",0.147838307,0.258077209,"0.369289188"
"3841","Sph","ETFB","no hit",0.112631601,0.258707975,"0.36972317"
"3842","Sph","PRKCSH","no hit",0.488145235,0.260918835,"0.372411334"
"3843","Sph","IMP3","no hit",0.259744682,0.261750185,"0.373126211"
"3844","Sph","HNRNPA0","no hit",0.242830741,0.262916739,"0.374259258"
"3845","Sph","EDC4","no hit",0.152760201,0.263208017,"0.374259258"
"3846","Sph","SPATA20","no hit",0.157044761,0.267649963,"0.380096614"
"3847","Sph","CPSF7","no hit",0.190140059,0.268522604,"0.380856808"
"3848","Sph","TARDBP","no hit",0.347404776,0.269534685,"0.381812622"
"3849","Sph","EIF1AY|EIF1AX","no hit",-0.180865251,0.27044928,"0.382628117"
"3850","Sph","NOP56","no hit",0.220524159,0.273453547,"0.3859157"
"3851","Sph","HOGA1","no hit",0.197726906,0.273456652,"0.3859157"
"3852","Sph","MYO1B","no hit",0.228851719,0.274412589,"0.386619816"
"3853","Sph","SMC1A","no hit",0.205307452,0.274840956,"0.386619816"
"3854","Sph","OAT","no hit",-0.252334889,0.274982916,"0.386619816"
"3855","Sph","RTL1","no hit",-0.450687644,0.276287792,"0.387971291"
"3856","Sph","CBX5","no hit",0.284816644,0.277669435,"0.38942707"
"3857","Sph","GLA","no hit",0.375598737,0.279395684,"0.390943419"
"3858","Sph","HMGCL","no hit",0.164157673,0.27944317,"0.390943419"
"3859","Sph","ALDH4A1","no hit",0.172519006,0.280294685,"0.390976006"
"3860","Sph","WDR61","no hit",-0.161902108,0.280315788,"0.390976006"
"3861","Sph","PRMT1","no hit",-0.110650176,0.280505372,"0.390976006"
"3862","Sph","DDX27","no hit",0.149764395,0.282922324,"0.393858574"
"3863","Sph","ALDH3A2","no hit",0.193734752,0.284361682,"0.395176671"
"3864","Sph","RPLP2","no hit",-0.398535249,0.284569206,"0.395176671"
"3865","Sph","OSBPL6","no hit",-0.156275111,0.286312905,"0.396831876"
"3866","Sph","TPM1","no hit",0.255656715,0.286464109,"0.396831876"
"3867","Sph","PCK2","no hit",0.149353478,0.287224077,"0.396933136"
"3868","Sph","SRSF6","no hit",0.173014477,0.287240365,"0.396933136"
"3869","Sph","TRNT1","no hit",0.145429739,0.289074709,"0.398887007"
"3870","Sph","RPS25","no hit",-0.202615483,0.289360902,"0.398887007"
"3871","Sph","FAHD2A","no hit",0.154398927,0.29011045,"0.399141583"
"3872","Sph","ATXN2L","no hit",-0.191621356,0.290252648,"0.399141583"
"3873","Sph","SKP1","no hit",-0.242614616,0.292655315,"0.401956022"
"3874","Sph","TGM2","no hit",-0.568848483,0.293350328,"0.402421046"
"3875","Sph","CAPZB","no hit",0.119665484,0.29434578,"0.403296585"
"3876","Sph","CNOT1","no hit",-0.172065108,0.295245336,"0.403751632"
"3877","Sph","FLNB","no hit",-0.118467765,0.295393134,"0.403751632"
"3878","Sph","PUS1","no hit",0.128022336,0.298015618,"0.406843571"
"3879","Sph","POLR2G","no hit",0.164162834,0.299091883,"0.407608605"
"3880","Sph","RPL13A","no hit",-0.156628869,0.299298081,"0.407608605"
"3881","Sph","PPL","no hit",0.166688696,0.299899344,"0.407935373"
"3882","Sph","BYSL","no hit",0.144623377,0.300494588,"0.408253177"
"3883","Sph","HEXB","no hit",0.235033335,0.301978798,"0.409411268"
"3884","Sph","ATP6V1E1","no hit",0.109217998,0.302072264,"0.409411268"
"3885","Sph","G3BP1","no hit",0.124415757,0.303390667,"0.410705111"
"3886","Sph","MRPL49","no hit",0.11702852,0.306699588,"0.414687228"
"3887","Sph","CHD3","no hit",-0.131774857,0.308507977,"0.416633381"
"3888","Sph","CTSD","no hit",0.410254358,0.310516467,"0.418844792"
"3889","Sph","KPNA1","no hit",-0.101273675,0.311630462,"0.419845813"
"3890","Sph","XRCC5","no hit",-0.125516427,0.312423378,"0.420412389"
"3891","Sph","RELN","no hit",0.383678725,0.314971079,"0.423336129"
"3892","Sph","HSPA8","no hit",-0.16848474,0.315831147,"0.423987354"
"3893","Sph","PKP1","no hit",-0.310413385,0.316811625,"0.424798486"
"3894","Sph","RFC3","no hit",0.137953028,0.319166508,"0.427448383"
"3895","Sph","HNRNPR","no hit",0.256440018,0.320317044,"0.428480975"
"3896","Sph","CORO1C","no hit",0.121757876,0.320993505,"0.428877712"
"3897","Sph","BCAT2","no hit",0.177441916,0.321979215,"0.42968621"
"3898","Sph","PITPNB","no hit",-0.247299379,0.322406051,"0.429747853"
"3899","Sph","TEAD1","no hit",0.40531599,0.326508713,"0.434703227"
"3900","Sph","RPL18A","no hit",-0.170524708,0.327300257,"0.435243805"
"3901","Sph","PRPF40A","no hit",0.129651401,0.327883735,"0.43550675"
"3902","Sph","DDX56","no hit",0.114101788,0.330451764,"0.43840193"
"3903","Sph","GARS","no hit",-0.280068797,0.332004574,"0.439945028"
"3904","Sph","RIF1","no hit",0.254625554,0.333370419,"0.441237049"
"3905","Sph","TRIP12","no hit",0.214233278,0.334808617,"0.442539255"
"3906","Sph","AASS","no hit",0.110274311,0.335138231,"0.442539255"
"3907","Sph","HEATR1","no hit",0.220974923,0.336577317,"0.443920316"
"3908","Sph","SCIN","no hit",0.172579581,0.337659677,"0.44482821"
"3909","Sph","IQGAP1","no hit",-0.137837717,0.339581748,"0.44683892"
"3910","Sph","NCAPD2","no hit",-0.123414483,0.345175141,"0.453670238"
"3911","Sph","NXF1","no hit",0.27786168,0.346989122,"0.455524091"
"3912","Sph","SERPINE1","no hit",0.347421391,0.347912315,"0.45620558"
"3913","Sph","HSD17B4","no hit",0.157504335,0.349104315,"0.457237554"
"3914","Sph","ALDH9A1","no hit",-0.115519161,0.35018942,"0.457624795"
"3915","Sph","MARS","no hit",-0.095831395,0.350210649,"0.457624795"
"3916","Sph","TIAL1","no hit",0.128507436,0.350876476,"0.457842985"
"3917","Sph","LSM8","no hit",-0.133005358,0.351188685,"0.457842985"
"3918","Sph","XRCC6","no hit",-0.112290125,0.352654019,"0.459223053"
"3919","Sph","CNDP2","no hit",-0.267689635,0.354388203,"0.460949633"
"3920","Sph","C7orf55-LUC7L2|LUC7L2|C7orf55","no hit",-0.205438239,0.355873657,"0.46234909"
"3921","Sph","PPIL4","no hit",0.144083188,0.356757716,"0.462964898"
"3922","Sph","UTP4","no hit",0.199418507,0.357204233,"0.463012146"
"3923","Sph","SPAG9","no hit",-0.169520111,0.359953623,"0.466040872"
"3924","Sph","SYNE2","no hit",0.318872932,0.360766022,"0.466557662"
"3925","Sph","GAA","no hit",0.236618192,0.361997787,"0.46761499"
"3926","Sph","7-Sep","no hit",-0.135276932,0.363608252,"0.469158533"
"3927","Sph","VCP","no hit",-0.135906511,0.364973114,"0.470382015"
"3928","Sph","DDX18","no hit",0.137614386,0.369329373,"0.475453662"
"3929","Sph","RPL7","no hit",-0.202564659,0.371974634,"0.478313624"
"3930","Sph","PRPF19","no hit",0.120263422,0.373319517,"0.479275657"
"3931","Sph","NUP160","no hit",0.224723501,0.373571814,"0.479275657"
"3932","Sph","AGPS","no hit",0.154283508,0.37486462,"0.480209814"
"3933","Sph","DDB1","no hit",-0.099863396,0.375566022,"0.480209814"
"3934","Sph","CHD8|CHD9|CHD7","no hit",0.255741623,0.375837937,"0.480209814"
"3935","Sph","PPP1CB","no hit",0.16012585,0.376001307,"0.480209814"
"3936","Sph","RAB18","no hit",0.123929263,0.380860394,"0.485865972"
"3937","Sph","PRDX2","no hit",-0.28370483,0.382066652,"0.486854684"
"3938","Sph","PABPC4","no hit",-0.135937442,0.383730128,"0.488423128"
"3939","Sph","ANXA2","no hit",0.15449704,0.384388889,"0.488710649"
"3940","Sph","FAHD1","no hit",0.203466115,0.387000003,"0.491476944"
"3941","Sph","ZYX","no hit",-0.287042851,0.389036877,"0.493508578"
"3942","Sph","LGALS1","no hit",-0.306981238,0.39708947,"0.503158262"
"3943","Sph","RPS14","no hit",-0.100398122,0.398555934,"0.504450279"
"3944","Sph","PABPC1","no hit",-0.096209422,0.399795131,"0.505452075"
"3945","Sph","PGM1","no hit",-0.124688812,0.401245369,"0.506718145"
"3946","Sph","GEMIN5","no hit",0.143296242,0.403441842,"0.508922726"
"3947","Sph","MTHFD2","no hit",0.173247669,0.40608473,"0.511684888"
"3948","Sph","RBBP7","no hit",-0.115975287,0.407035111,"0.512310636"
"3949","Sph","RPL6","no hit",-0.166699399,0.408776742,"0.513929779"
"3950","Sph","SND1","no hit",0.170697482,0.412471578,"0.517442365"
"3951","Sph","MYLK","no hit",0.103726955,0.41248727,"0.517442365"
"3952","Sph","MORC3","no hit",0.108960211,0.41340936,"0.518023493"
"3953","Sph","MTA1","no hit",0.259362835,0.415432468,"0.519981437"
"3954","Sph","PICALM","no hit",-0.084847419,0.417279211,"0.521714539"
"3955","Sph","CDH6","no hit",0.315712929,0.418615664,"0.522773362"
"3956","Sph","DST","no hit",0.137766174,0.419052163,"0.522773362"
"3957","Sph","CENPV","no hit",0.199770294,0.421964701,"0.525825769"
"3958","Sph","GBF1","no hit",0.151164074,0.423052135,"0.525960118"
"3959","Sph","BOP1","no hit",0.12595182,0.423146486,"0.525960118"
"3960","Sph","SIN3A","no hit",0.178940675,0.423470104,"0.525960118"
"3961","Sph","NUP107","no hit",0.181609417,0.429066944,"0.532325911"
"3962","Sph","MRPS23","no hit",-0.075119295,0.431568832,"0.534842164"
"3963","Sph","RPS4X","no hit",-0.134373007,0.432068263,"0.534873979"
"3964","Sph","SMARCA5","no hit",0.1782591,0.433024779,"0.535453034"
"3965","Sph","MSN","no hit",-0.09534799,0.433484564,"0.535453034"
"3966","Sph","SNX1","no hit",0.094667595,0.434564724,"0.536200627"
"3967","Sph","NFU1","no hit",0.114418972,0.437075819,"0.538710261"
"3968","Sph","NUP188","no hit",0.171106961,0.438830424,"0.540283041"
"3969","Sph","ERP29","no hit",0.260844095,0.439329935,"0.54030882"
"3970","Sph","RPL7A","no hit",-0.114816146,0.447313537,"0.549229296"
"3971","Sph","DDX42","no hit",-0.100127278,0.447656265,"0.549229296"
"3972","Sph","KPNA2","no hit",-0.226431866,0.448042676,"0.549229296"
"3973","Sph","KYAT3","no hit",0.092056358,0.450366597,"0.551479271"
"3974","Sph","EIF3F","no hit",-0.098610117,0.456216733,"0.558037585"
"3975","Sph","KHDRBS1","no hit",0.17427735,0.460827899,"0.563067855"
"3976","Sph","FYCO1","no hit",0.096661893,0.461340534,"0.563084824"
"3977","Sph","RAD50","no hit",-0.089923658,0.462008453,"0.563291084"
"3978","Sph","SUPV3L1","no hit",0.163451519,0.464868753,"0.566167015"
"3979","Sph","CCT3","no hit",-0.128479018,0.466796779,"0.567902547"
"3980","Sph","ZNF90|RPS16","no hit",-0.106319123,0.471526775,"0.572740601"
"3981","Sph","UBE2I","no hit",-0.107440333,0.471788095,"0.572740601"
"3982","Sph","SNRNP70","no hit",0.132585859,0.474294299,"0.574647062"
"3983","Sph","CTNNB1","no hit",0.21745336,0.474376494,"0.574647062"
"3984","Sph","MAP1B","no hit",-0.232103922,0.476092567,"0.576107726"
"3985","Sph","GPX4","no hit",-0.132996946,0.477037489,"0.576633111"
"3986","Sph","LSS","no hit",0.240362758,0.483739645,"0.584109154"
"3987","Sph","KDELC1","no hit",0.299966178,0.485254638,"0.585312485"
"3988","Sph","SF3B1","no hit",-0.125757344,0.490045873,"0.58984506"
"3989","Sph","HDAC1","no hit",0.131653537,0.490132227,"0.58984506"
"3990","Sph","SUCLG1","no hit",0.081604375,0.491084741,"0.58984506"
"3991","Sph","CLPX","no hit",0.133147505,0.491102175,"0.58984506"
"3992","Sph","NUP88","no hit",0.102362628,0.497441039,"0.596823521"
"3993","Sph","HNRNPK","no hit",-0.089636287,0.499177527,"0.598271155"
"3994","Sph","BLVRB","no hit",-0.102367054,0.500562138,"0.599294436"
"3995","Sph","SEC24C","no hit",-0.076321554,0.502598692,"0.60065116"
"3996","Sph","API5","no hit",-0.074065467,0.502759386,"0.60065116"
"3997","Sph","RAE1","no hit",-0.087907354,0.506617889,"0.604621138"
"3998","Sph","PRPF8","no hit",0.089611406,0.507582668,"0.605132874"
"3999","Sph","FUS","no hit",0.111000366,0.510496246,"0.607964412"
"4000","Sph","EIF3D","no hit",-0.069121938,0.51351991,"0.610920946"
"4001","Sph","CTTN","no hit",-0.079889188,0.514500962,"0.61117677"
"4002","Sph","CTBP1","no hit",0.083149441,0.514817633,"0.61117677"
"4003","Sph","GSN","no hit",-0.251265906,0.517094535,"0.613235011"
"4004","Sph","NUP93","no hit",0.103838811,0.517655714,"0.613256349"
"4005","Sph","GBAS","no hit",0.157341806,0.519751682,"0.615093971"
"4006","Sph","ATPAF1","no hit",0.115681316,0.520698422,"0.615569129"
"4007","Sph","RAB5C","no hit",0.079969916,0.521406143,"0.615761021"
"4008","Sph","EIF3M","no hit",-0.098454801,0.523403112,"0.617473473"
"4009","Sph","SEC23IP","no hit",-0.077738515,0.530904539,"0.625210923"
"4010","Sph","KPNB1","no hit",-0.116989459,0.531069331,"0.625210923"
"4011","Sph","PRKDC","no hit",0.14214086,0.531926823,"0.625568107"
"4012","Sph","CBX3","no hit",0.207362541,0.532651681,"0.625768729"
"4013","Sph","CCT2","no hit",-0.114762074,0.537829577,"0.631195003"
"4014","Sph","DCTN1","no hit",-0.073555461,0.539141518,"0.632077647"
"4015","Sph","MCM6","no hit",0.141546865,0.541237189,"0.633876335"
"4016","Sph","BAT3|BAG6","no hit",-0.087118692,0.542095642,"0.634223813"
"4017","Sph","RPL18","no hit",-0.113567193,0.544327398,"0.636175603"
"4018","Sph","SF3B2","no hit",0.109367567,0.549954899,"0.642087984"
"4019","Sph","CAPRIN1","no hit",0.097988737,0.552580909,"0.644487444"
"4020","Sph","NEU1","no hit",0.335340613,0.553671142,"0.64509259"
"4021","Sph","SEC23A","no hit",-0.085741308,0.555706588,"0.646796637"
"4022","Sph","EIF3CL|EIF3C","no hit",-0.086194153,0.557218454,"0.647888398"
"4023","Sph","PPA2","no hit",0.083594786,0.558346543,"0.648532147"
"4024","Sph","EIF2S3|EIF2S3L","no hit",-0.155064893,0.559155124,"0.648803838"
"4025","Sph","MKI67","no hit",0.143664176,0.563875628,"0.653609429"
"4026","Sph","ESYT1","no hit",0.162165867,0.564485716,"0.653645511"
"4027","Sph","DSP","no hit",-0.319833789,0.56532639,"0.653948253"
"4028","Sph","NUP205","no hit",0.094496095,0.571005381,"0.659600988"
"4029","Sph","TPM4","no hit",0.159571826,0.571487739,"0.659600988"
"4030","Sph","EPN1","no hit",0.10873752,0.572131568,"0.659600988"
"4031","Sph","AIM1","no hit",0.189977707,0.572550016,"0.659600988"
"4032","Sph","SERPINB12","no hit",-0.288865568,0.574344163,"0.660993436"
"4033","Sph","ACTN1","no hit",0.069912469,0.576460998,"0.662754039"
"4034","Sph","LACTB2","no hit",0.078844586,0.578031645,"0.663883751"
"4035","Sph","CCT4","no hit",-0.079002845,0.580040387,"0.665513818"
"4036","Sph","FXR1","no hit",-0.060886277,0.584802262,"0.670296197"
"4037","Sph","IQGAP2","no hit",-0.137684352,0.586778689,"0.671248285"
"4038","Sph","TXNDC12","no hit",0.064743966,0.586912668,"0.671248285"
"4039","Sph","DNAJC13","no hit",0.102711847,0.58792228,"0.671248285"
"4040","Sph","TOP2A","no hit",0.13452404,0.588011119,"0.671248285"
"4041","Sph","RPS9","no hit",-0.081943025,0.591332082,"0.674357496"
"4042","Sph","EFTUD2","no hit",-0.055603426,0.595813133,"0.678782066"
"4043","Sph","AARS2","no hit",0.083275472,0.598821119,"0.681521213"
"4044","Sph","PPIH","no hit",-0.06448842,0.600307154,"0.682524448"
"4045","Sph","PRKACB|PRKACA","no hit",-0.06843266,0.604555899,"0.686663592"
"4046","Sph","KPNA4","no hit",-0.051762407,0.606425163,"0.688094482"
"4047","Sph","VCL","no hit",-0.081506892,0.608187226,"0.689400982"
"4048","Sph","CASK","no hit",0.128648536,0.610563796,"0.691400727"
"4049","Sph","EIF3L","no hit",-0.082030287,0.614482543,"0.694881765"
