gene_name,protein_id,Protein.Description,LipidProbe,sample,logFC,AveExpr,pvalue,hit_annotation
PDCD6IP,Q8WUM4,Programmed cell death 6-interacting protein,PA,cytosol,-1.760839984,24.84958921,1.18e-11,no hit
NCAPG,Q9BPX3,Condensin complex subunit 3,PA,cytosol,-1.570137573,21.08920391,1.18e-11,no hit
NEDD8,Q15843,NEDD8,PA,cytosol,-1.712725076,19.15416689,1.21e-11,no hit
STK26,Q9P289,Serine/threonine-protein kinase 26,PA,cytosol,-1.634840277,21.70124967,1.26e-11,no hit
THUMPD1,Q9NXG2,THUMP domain-containing protein 1,PA,cytosol,-1.646486586,22.21463938,1.28e-11,no hit
DDX3X,O00571,ATP-dependent RNA helicase DDX3X,PA,cytosol,-1.668907728,24.09833822,1.34e-11,no hit
UBA2,Q9UBT2,SUMO-activating enzyme subunit 2,PA,cytosol,-1.415237105,24.36563615,1.34e-11,no hit
PYGL,P06737,"Glycogen phosphorylase, liver form",PA,cytosol,-1.465487012,19.38726732,1.35e-11,no hit
ANXA4,P09525,Annexin A4,PA,cytosol,-1.830676979,21.76938757,1.37e-11,no hit
ANXA6,P08133,Annexin A6,PA,cytosol,-1.843398966,23.16940704,1.37e-11,no hit
BZW2,Q9Y6E2,eIF5-mimic protein 1,PA,cytosol,-1.548890117,21.6996947,1.39e-11,no hit
FLII,Q13045,Protein flightless-1 homolog,PA,cytosol,-1.531585244,20.93770021,1.41e-11,no hit
DNAJB1,P25685,DnaJ homolog subfamily B member 1,PA,cytosol,-1.699387192,21.72407894,1.45e-11,no hit
TES,Q9UGI8,Testin,PA,cytosol,-1.762187505,21.16718734,1.45e-11,no hit
TTC1,Q99614,Tetratricopeptide repeat protein 1,PA,cytosol,-1.37317992,19.82716623,1.48e-11,no hit
KYAT3,Q6YP21,Kynurenine--oxoglutarate transaminase 3,PA,cytosol,-1.479122975,20.91606095,1.5e-11,no hit
PAFAH1B1,P43034,Platelet-activating factor acetylhydrolase IB subunit beta,PA,cytosol,-1.712915628,22.47279209,1.5e-11,no hit
LARS1,Q9P2J5,"Leucine--tRNA ligase, cytoplasmic",PA,cytosol,-1.288628344,23.78438365,1.52e-11,no hit
AARS1,P49588,"Alanine--tRNA ligase, cytoplasmic",PA,cytosol,-1.822670958,24.96656046,1.53e-11,no hit
NIT2,Q9NQR4,Omega-amidase NIT2,PA,cytosol,-1.856601137,22.31363765,1.54e-11,no hit
FKBP3,Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3,PA,cytosol,-1.970656754,22.25625515,1.57e-11,no hit
USP24,Q9UPU5,Ubiquitin carboxyl-terminal hydrolase 24,PA,cytosol,-1.276025614,18.36511942,1.61e-11,no hit
PTPA,Q15257,Serine/threonine-protein phosphatase 2A activator,PA,cytosol,-1.502444114,21.53989515,1.66e-11,no hit
PPID,Q08752,Peptidyl-prolyl cis-trans isomerase D,PA,cytosol,-1.855241313,21.16008457,1.66e-11,no hit
EIF5,P55010,Eukaryotic translation initiation factor 5,PA,cytosol,-1.716932032,20.66093306,1.69e-11,no hit
GDI1,P31150,Rab GDP dissociation inhibitor alpha,PA,cytosol,-1.653688166,21.22524807,1.69e-11,no hit
CAB39,Q9Y376,Calcium-binding protein 39,PA,cytosol,-1.719821447,19.34617547,1.73e-11,no hit
TUBA4A,P68366,Tubulin alpha-4A chain,PA,cytosol,-2.066988533,23.58030526,1.74e-11,no hit
PRKAR1A,P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit,PA,cytosol,-1.788405279,23.7916123,1.81e-11,no hit
WARS1,P23381,"Tryptophan--tRNA ligase, cytoplasmic",PA,cytosol,-2.005442837,22.67492968,1.96e-11,no hit
ECPAS,Q5VYK3,Proteasome adapter and scaffold protein ECM29,PA,cytosol,-1.645223413,22.00678354,1.96e-11,no hit
CTNNA1,P35221,Catenin alpha-1,PA,cytosol,-1.545204006,21.903494,1.97e-11,no hit
DUSP12,Q9UNI6,Dual specificity protein phosphatase 12,PA,cytosol,-1.740206284,19.54520418,1.98e-11,no hit
PRMT5,O14744,Protein arginine N-methyltransferase 5,PA,cytosol,-1.446574713,22.84696277,1.99e-11,no hit
SERBP1,Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein,PA,cytosol,-2.839687861,23.25179019,2.03e-11,no hit
ASS1,P00966,Argininosuccinate synthase,PA,cytosol,-1.922748439,24.78110627,2.04e-11,no hit
CCT2,P78371,T-complex protein 1 subunit beta,PA,cytosol,-2.146440051,24.14410964,2.05e-11,no hit
EFTUD2,Q15029,116 kDa U5 small nuclear ribonucleoprotein component,PA,cytosol,-1.201339525,21.68453159,2.07e-11,no hit
XRCC6,P12956,X-ray repair cross-complementing protein 6,PA,cytosol,-1.339471458,23.90415058,2.13e-11,no hit
PSMG1,O95456,Proteasome assembly chaperone 1,PA,cytosol,-1.618868776,21.01101562,2.13e-11,no hit
CAPNS1,P04632,Calpain small subunit 1,PA,cytosol,-1.893507406,20.92541938,2.15e-11,no hit
SNX3,O60493,Sorting nexin-3,PA,cytosol,-1.962222465,19.90158325,2.17e-11,no hit
HSPB1,P04792,Heat shock protein beta-1,PA,cytosol,-1.927148709,23.36768841,2.17e-11,no hit
TXNRD1,Q16881,"Thioredoxin reductase 1, cytoplasmic",PA,cytosol,-1.638730103,24.13639044,2.28e-11,no hit
MYL6,P60660,Myosin light polypeptide 6,PA,cytosol,-1.559976087,22.21880687,2.34e-11,no hit
BZW1,Q7L1Q6,eIF5-mimic protein 2,PA,cytosol,-1.434517757,22.84527158,2.34e-11,no hit
OAS3,Q9Y6K5,2'-5'-oligoadenylate synthase 3,PA,cytosol,-1.377872722,19.56705085,2.36e-11,no hit
UBE2O,Q9C0C9,(E3-independent) E2 ubiquitin-conjugating enzyme,PA,cytosol,-1.585463775,22.4702651,2.41e-11,no hit
ACLY,P53396,ATP-citrate synthase,PA,cytosol,-1.809757358,24.92137781,2.42e-11,no hit
UBE2T,Q9NPD8,Ubiquitin-conjugating enzyme E2 T,PA,cytosol,-1.725405752,19.26571007,2.44e-11,no hit
HSP90AB1,P08238,Heat shock protein HSP 90-beta,PA,cytosol,-1.774829194,26.918152,2.45e-11,no hit
IQGAP1,P46940,Ras GTPase-activating-like protein IQGAP1,PA,cytosol,-1.591445298,25.03278927,2.46e-11,no hit
PRPF8,Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PA,cytosol,-1.106316705,20.73828705,2.49e-11,no hit
EEF2,P13639,Elongation factor 2,PA,cytosol,-2.365656255,26.07685394,2.52e-11,no hit
STAMBP,O95630,STAM-binding protein,PA,cytosol,-1.564770857,18.06425583,2.57e-11,no hit
RPLP0,P05388,60S acidic ribosomal protein P0,PA,cytosol,-1.699136657,23.53149718,2.58e-11,no hit
IPO4,Q8TEX9,Importin-4,PA,cytosol,-1.611823159,21.35072363,2.7e-11,no hit
PFAS,O15067,Phosphoribosylformylglycinamidine synthase,PA,cytosol,-1.477369019,24.09523519,2.7e-11,no hit
EEF1A1,P68104,Elongation factor 1-alpha 1,PA,cytosol,-2.239926639,25.42604669,2.71e-11,no hit
RPS6KA3,P51812,Ribosomal protein S6 kinase alpha-3,PA,cytosol,-1.510614901,22.30726147,2.72e-11,no hit
RPL12,P30050,60S ribosomal protein L12,PA,cytosol,-1.913535527,23.82758403,2.82e-11,no hit
RPL38,P63173,60S ribosomal protein L38,PA,cytosol,-3.103476315,20.92862185,2.89e-11,no hit
PUF60,Q9UHX1,Poly(U)-binding-splicing factor PUF60,PA,cytosol,-1.25016111,22.24140126,2.98e-11,no hit
MAT2A,P31153,S-adenosylmethionine synthase isoform type-2,PA,cytosol,-1.407450535,24.50111487,3.07e-11,no hit
QARS1,P47897,Glutamine--tRNA ligase,PA,cytosol,-1.362716869,23.50467354,3.08e-11,no hit
HNRNPA1,P09651,Heterogeneous nuclear ribonucleoprotein A1,PA,cytosol,-1.595685496,22.72575237,3.1e-11,no hit
EIF3M,Q7L2H7,Eukaryotic translation initiation factor 3 subunit M,PA,cytosol,-1.46225663,20.74584108,3.13e-11,no hit
ALDH9A1,P49189,4-trimethylaminobutyraldehyde dehydrogenase,PA,cytosol,-1.680831778,22.9535188,3.28e-11,no hit
RPL27A,P46776,60S ribosomal protein L27a,PA,cytosol,-1.877247943,22.02252534,3.33e-11,no hit
IFT27,Q9BW83,Intraflagellar transport protein 27 homolog,PA,cytosol,-1.477487483,18.62738038,3.33e-11,no hit
MAPK14,Q16539,Mitogen-activated protein kinase 14,PA,cytosol,-1.507749961,21.87084721,3.37e-11,no hit
RAB9A,P51151,Ras-related protein Rab-9A,PA,cytosol,-1.307997186,18.87062976,3.45e-11,no hit
CSRP1,P21291,Cysteine and glycine-rich protein 1,PA,cytosol,-2.494483241,20.40267374,3.46e-11,no hit
GMPS,P49915,GMP synthase [glutamine-hydrolyzing],PA,cytosol,-1.486737325,23.56737294,3.54e-11,no hit
MAP2K1,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,PA,cytosol,-1.92945892,20.34568753,3.56e-11,no hit
TTC27,Q6P3X3,Tetratricopeptide repeat protein 27,PA,cytosol,-1.834627107,20.61363957,3.58e-11,no hit
GPI,P06744,Glucose-6-phosphate isomerase,PA,cytosol,-1.980253035,24.925132,3.59e-11,no hit
GAMT,Q14353,Guanidinoacetate N-methyltransferase,PA,cytosol,-1.609570464,20.50233024,3.68e-11,no hit
NOB1,Q9ULX3,RNA-binding protein NOB1,PA,cytosol,-1.717783959,19.96219093,3.7e-11,no hit
LASP1,Q14847,LIM and SH3 domain protein 1,PA,cytosol,-2.06965213,21.06314719,3.74e-11,no hit
GSDME,O60443,Gasdermin-E,PA,cytosol,-1.950467884,20.73608724,3.74e-11,no hit
NTMT1,Q9BV86,N-terminal Xaa-Pro-Lys N-methyltransferase 1,PA,cytosol,-1.882092329,17.22946729,4.04e-11,no hit
CACYBP,Q9HB71,Calcyclin-binding protein,PA,cytosol,-2.748662282,22.36783632,4.23e-11,no hit
NCAPH,Q15003,Condensin complex subunit 2,PA,cytosol,-1.753505755,20.2568594,4.27e-11,no hit
PFKM,P08237,"ATP-dependent 6-phosphofructokinase, muscle type",PA,cytosol,-1.785621421,22.68108975,4.28e-11,no hit
UBE2M,P61081,NEDD8-conjugating enzyme Ubc12,PA,cytosol,-1.553574993,21.71587948,4.3e-11,no hit
KARS1,Q15046,Lysine--tRNA ligase,PA,cytosol,-1.740029057,24.35379786,4.32e-11,no hit
DNAJA1,P31689,DnaJ homolog subfamily A member 1,PA,cytosol,-2.170576668,22.82414177,4.4e-11,no hit
AP3D1,O14617,AP-3 complex subunit delta-1,PA,cytosol,-1.945980313,19.97787639,4.48e-11,no hit
PFN1,P07737,Profilin-1,PA,cytosol,-2.015770423,24.64063552,4.57e-11,no hit
PA2G4,Q9UQ80,Proliferation-associated protein 2G4,PA,cytosol,-1.883446828,24.19325187,4.57e-11,no hit
PFKL,P17858,"ATP-dependent 6-phosphofructokinase, liver type",PA,cytosol,-1.490273932,22.19098825,4.66e-11,no hit
RPL36A,P83881,60S ribosomal protein L36a,PA,cytosol,-1.980625929,22.05501351,4.83e-11,no hit
LDHA,P00338,L-lactate dehydrogenase A chain,PA,cytosol,-2.122741052,25.02362748,4.86e-11,no hit
EIF4A1,P60842,Eukaryotic initiation factor 4A-I,PA,cytosol,-1.398352796,25.11294331,4.94e-11,no hit
CHMP5,Q9NZZ3,Charged multivesicular body protein 5,PA,cytosol,-2.149856956,16.65111597,5.01e-11,no hit
PEPD,P12955,Xaa-Pro dipeptidase,PA,cytosol,-1.482937669,21.9065473,5.03e-11,no hit
PSMC3,P17980,26S proteasome regulatory subunit 6A,PA,cytosol,-1.307994918,21.92647973,5.18e-11,no hit
ARAF,P10398,Serine/threonine-protein kinase A-Raf,PA,cytosol,-1.725073372,19.97188135,5.18e-11,no hit
UAP1,Q16222,UDP-N-acetylhexosamine pyrophosphorylase,PA,cytosol,-1.40237288,22.85762036,5.33e-11,no hit
CTPS2,Q9NRF8,CTP synthase 2,PA,cytosol,-1.435601501,18.77805798,5.39e-11,no hit
PCYT2,Q99447,Ethanolamine-phosphate cytidylyltransferase,PA,cytosol,-1.803595003,19.01133532,5.45e-11,no hit
PPP6C,O00743,Serine/threonine-protein phosphatase 6 catalytic subunit,PA,cytosol,-1.637465511,21.47153577,5.57e-11,no hit
IPO11,Q9UI26,Importin-11,PA,cytosol,-1.568359948,19.41029554,5.6e-11,no hit
RPS16,P62249,40S ribosomal protein S16,PA,cytosol,-1.433065892,24.69109235,5.61e-11,no hit
ATP6V1H,Q9UI12,V-type proton ATPase subunit H,PA,cytosol,-1.614883998,18.55904302,5.62e-11,no hit
CSNK1A1,P48729,Casein kinase I isoform alpha,PA,cytosol,-1.445264435,21.46897146,5.63e-11,no hit
CDC37,Q16543,Hsp90 co-chaperone Cdc37,PA,cytosol,-1.472779795,23.88351381,5.74e-11,no hit
ZW10,O43264,Centromere/kinetochore protein zw10 homolog,PA,cytosol,-1.598962345,19.91462011,5.75e-11,no hit
PLIN3,O60664,Perilipin-3,PA,cytosol,-2.026411145,22.37318724,5.83e-11,no hit
NAA50,Q9GZZ1,N-alpha-acetyltransferase 50,PA,cytosol,-1.679409069,21.28008343,5.99e-11,no hit
NLN,Q9BYT8,"Neurolysin, mitochondrial",PA,cytosol,-1.457777519,20.41860356,6.01e-11,no hit
ARPC5,O15511,Actin-related protein 2/3 complex subunit 5,PA,cytosol,-1.983968733,19.07245059,6.17e-11,no hit
MAGED2,Q9UNF1,Melanoma-associated antigen D2,PA,cytosol,-1.432543751,22.54014676,6.18e-11,no hit
DHX57,Q6P158,Putative ATP-dependent RNA helicase DHX57,PA,cytosol,-1.231870042,19.61001541,6.22e-11,no hit
EIF3E,P60228,Eukaryotic translation initiation factor 3 subunit E,PA,cytosol,-1.353452433,22.92930468,6.42e-11,no hit
XRCC5,P13010,X-ray repair cross-complementing protein 5,PA,cytosol,-1.261400422,24.36896205,6.46e-11,no hit
OXSR1,O95747,Serine/threonine-protein kinase OSR1,PA,cytosol,-2.358580352,19.00920279,6.52e-11,no hit
MAPRE1,Q15691,Microtubule-associated protein RP/EB family member 1,PA,cytosol,-1.751148937,21.94049946,6.58e-11,no hit
SPR,P35270,Sepiapterin reductase,PA,cytosol,-1.540304112,22.14686359,6.67e-11,no hit
EIF3B,P55884,Eukaryotic translation initiation factor 3 subunit B,PA,cytosol,-1.463932999,23.90634226,6.72e-11,no hit
CAD,P27708,CAD protein,PA,cytosol,-1.455411837,21.98225517,6.72e-11,no hit
CSK,P41240,Tyrosine-protein kinase CSK,PA,cytosol,-1.572981338,18.87840034,6.81e-11,no hit
SNRPD3,P62318,Small nuclear ribonucleoprotein Sm D3,PA,cytosol,-1.24823676,19.96406068,7.09e-11,no hit
NSUN2,Q08J23,RNA cytosine C(5)-methyltransferase NSUN2,PA,cytosol,-1.382341085,25.07153698,7.1e-11,no hit
NRDC,O43847,Nardilysin,PA,cytosol,-1.620754969,23.66047249,7.17e-11,no hit
ITPA,Q9BY32,Inosine triphosphate pyrophosphatase,PA,cytosol,-1.783128857,20.13021501,7.37e-11,no hit
EIF2D,P41214,Eukaryotic translation initiation factor 2D,PA,cytosol,-1.502638162,18.29330378,7.55e-11,no hit
PBK,Q96KB5,Lymphokine-activated killer T-cell-originated protein kinase,PA,cytosol,-1.49944321,21.4877025,7.59e-11,no hit
AP2M1,Q96CW1,AP-2 complex subunit mu,PA,cytosol,-1.366778686,19.14424188,7.7e-11,no hit
TKFC,Q3LXA3,Triokinase/FMN cyclase,PA,cytosol,-1.671558583,21.55078302,7.71e-11,no hit
GLRX3,O76003,Glutaredoxin-3,PA,cytosol,-1.716374351,22.74434532,7.77e-11,no hit
SPAG5,Q96R06,Sperm-associated antigen 5,PA,cytosol,-1.487818828,19.49192576,7.83e-11,no hit
TBCB,Q99426,Tubulin-folding cofactor B,PA,cytosol,-1.853122413,21.29991688,7.99e-11,no hit
EPRS1,P07814,Bifunctional glutamate/proline--tRNA ligase,PA,cytosol,-1.334310311,25.80835065,8.01e-11,no hit
MTR,Q99707,Methionine synthase,PA,cytosol,-1.439020643,18.70687849,8.02e-11,no hit
LRRC47,Q8N1G4,Leucine-rich repeat-containing protein 47,PA,cytosol,-1.691152186,21.08411167,8.06e-11,no hit
SNX27,Q96L92,Sorting nexin-27,PA,cytosol,-1.342708899,16.90178221,8.08e-11,no hit
AP3B1,O00203,AP-3 complex subunit beta-1,PA,cytosol,-1.607315618,21.11806974,8.2e-11,no hit
ADRM1,Q16186,Proteasomal ubiquitin receptor ADRM1,PA,cytosol,-1.528866768,19.80714765,8.44e-11,no hit
PSMG3,Q9BT73,Proteasome assembly chaperone 3,PA,cytosol,-1.57677639,19.75359399,8.6e-11,no hit
PLAA,Q9Y263,Phospholipase A-2-activating protein,PA,cytosol,-1.221373641,22.03960493,8.61e-11,no hit
NUFIP2,Q7Z417,FMR1-interacting protein NUFIP2,PA,cytosol,-1.742473128,19.39326498,8.71e-11,no hit
BRAT1,Q6PJG6,BRCA1-associated ATM activator 1,PA,cytosol,-1.3026379,18.91906751,8.91e-11,no hit
ADK,P55263,Adenosine kinase,PA,cytosol,-1.692344909,22.53381178,9.16e-11,no hit
BLMH,Q13867,Bleomycin hydrolase,PA,cytosol,-1.660395762,23.97621809,9.25e-11,no hit
EHD1,Q9H4M9,EH domain-containing protein 1,PA,cytosol,-1.580538008,18.15977946,9.26e-11,no hit
NAA10,P41227,N-alpha-acetyltransferase 10,PA,cytosol,-1.629072679,19.23615306,9.39e-11,no hit
CAND1,Q86VP6,Cullin-associated NEDD8-dissociated protein 1,PA,cytosol,-1.306539888,24.45610169,9.44e-11,no hit
APIP,Q96GX9,Methylthioribulose-1-phosphate dehydratase,PA,cytosol,-1.41585974,17.91227976,9.48e-11,no hit
FBXO3,Q9UK99,F-box only protein 3,PA,cytosol,-1.297945247,18.69759913,9.55e-11,no hit
RPL36,Q9Y3U8,60S ribosomal protein L36,PA,cytosol,-1.887676531,22.66096151,9.68e-11,no hit
HMGB3,O15347,High mobility group protein B3,PA,cytosol,-2.280087596,22.13343714,9.87e-11,no hit
KNTC1,P50748,Kinetochore-associated protein 1,PA,cytosol,-1.491473068,20.70266401,9.95e-11,no hit
EIF4E,P06730,Eukaryotic translation initiation factor 4E,PA,cytosol,-1.2235798,21.22848714,1.02e-10,no hit
NEK9,Q8TD19,Serine/threonine-protein kinase Nek9,PA,cytosol,-1.833296829,16.39965192,1.02e-10,no hit
PKM,P14618,Pyruvate kinase PKM,PA,cytosol,-2.151443813,25.93107884,1.04e-10,no hit
NOSIP,Q9Y314,Nitric oxide synthase-interacting protein,PA,cytosol,-1.766228606,19.74375596,1.04e-10,no hit
VTA1,Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,PA,cytosol,-1.502436776,20.05793076,1.07e-10,no hit
AHSA1,O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,PA,cytosol,-2.449813839,23.2792299,1.08e-10,no hit
MDH1,P40925,"Malate dehydrogenase, cytoplasmic",PA,cytosol,-1.929919555,23.41830237,1.09e-10,no hit
TPT1,P13693,Translationally-controlled tumor protein,PA,cytosol,-1.70376374,22.94401974,1.1e-10,no hit
HSPH1,Q92598,Heat shock protein 105 kDa,PA,cytosol,-1.520603023,24.628934,1.12e-10,no hit
CAPN2,P17655,Calpain-2 catalytic subunit,PA,cytosol,-1.691313786,22.66871472,1.13e-10,no hit
RAB11B,Q15907,Ras-related protein Rab-11B,PA,cytosol,-1.481672854,20.21309533,1.15e-10,no hit
METTL26,Q96S19,Methyltransferase-like 26,PA,cytosol,-1.506061366,16.98904826,1.15e-10,no hit
GSK3A,P49840,Glycogen synthase kinase-3 alpha,PA,cytosol,-1.544673201,19.84600632,1.17e-10,no hit
GSR,P00390,"Glutathione reductase, mitochondrial",PA,cytosol,-1.648279155,22.09868093,1.18e-10,no hit
DHFR,P00374,Dihydrofolate reductase,PA,cytosol,-1.681339369,19.83540767,1.19e-10,no hit
MON2,Q7Z3U7,Protein MON2 homolog,PA,cytosol,-1.425681523,18.63753393,1.19e-10,no hit
DSTN,P60981,Destrin,PA,cytosol,-1.595886827,21.45870258,1.22e-10,no hit
CDK4,P11802,Cyclin-dependent kinase 4,PA,cytosol,-1.611058337,20.57873206,1.23e-10,no hit
TXLNG,Q9NUQ3,Gamma-taxilin,PA,cytosol,-1.64937875,20.01767582,1.24e-10,no hit
RAB7A,P51149,Ras-related protein Rab-7a,PA,cytosol,-1.181688016,20.50366516,1.24e-10,no hit
HSP90AA1,P07900,Heat shock protein HSP 90-alpha,PA,cytosol,-1.517335653,25.81093932,1.25e-10,no hit
ME1,P48163,NADP-dependent malic enzyme,PA,cytosol,-1.569315211,20.47947946,1.27e-10,no hit
RARS1,P54136,"Arginine--tRNA ligase, cytoplasmic",PA,cytosol,-1.326212614,23.87570336,1.28e-10,no hit
PSMC1,P62191,26S proteasome regulatory subunit 4,PA,cytosol,-1.448356069,23.58366821,1.28e-10,no hit
GARS1,P41250,Glycine--tRNA ligase,PA,cytosol,-1.843474733,24.05563329,1.29e-10,no hit
GRHPR,Q9UBQ7,Glyoxylate reductase/hydroxypyruvate reductase,PA,cytosol,-1.564626633,20.66021607,1.3e-10,no hit
LYPLA2,O95372,Acyl-protein thioesterase 2,PA,cytosol,-1.671636877,20.47087846,1.3e-10,no hit
RPS14,P62263,40S ribosomal protein S14,PA,cytosol,-1.398103242,23.07935822,1.33e-10,no hit
SMC2,O95347,Structural maintenance of chromosomes protein 2,PA,cytosol,-1.495573294,22.84971199,1.33e-10,no hit
NIBAN1,Q9BZQ8,Protein Niban 1,PA,cytosol,-1.788039823,19.34684903,1.35e-10,no hit
PRKCA,P17252,Protein kinase C alpha type,PA,cytosol,-1.393183857,19.56788047,1.35e-10,no hit
STIP1,P31948,Stress-induced-phosphoprotein 1,PA,cytosol,-1.653508888,24.5307866,1.36e-10,no hit
OTUD6B,Q8N6M0,Deubiquitinase OTUD6B,PA,cytosol,-1.521753187,18.43840661,1.38e-10,no hit
FLNB,O75369,Filamin-B,PA,cytosol,-1.295180988,24.9137214,1.44e-10,no hit
DYNC1LI1,Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1,PA,cytosol,-1.746479421,19.00860713,1.47e-10,no hit
EIF2B3,Q9NR50,Translation initiation factor eIF-2B subunit gamma,PA,cytosol,-1.582109831,19.64571757,1.49e-10,no hit
OTULIN,Q96BN8,Ubiquitin thioesterase otulin,PA,cytosol,-1.8096750640000001,21.63341664,1.49e-10,no hit
WDR1,O75083,WD repeat-containing protein 1,PA,cytosol,-1.482521244,23.50990031,1.49e-10,no hit
ZNF622,Q969S3,Cytoplasmic 60S subunit biogenesis factor ZNF622,PA,cytosol,-1.634426875,20.54099196,1.5e-10,no hit
CBR1,P16152,Carbonyl reductase [NADPH] 1,PA,cytosol,-1.626915602,22.50043607,1.55e-10,no hit
BOLA2B,Q9H3K6,BolA-like protein 2,PA,cytosol,-1.818597973,21.07192826,1.58e-10,no hit
ABCF2,Q9UG63,ATP-binding cassette sub-family F member 2,PA,cytosol,-1.30280221,21.21155763,1.6e-10,no hit
TPMT,P51580,Thiopurine S-methyltransferase,PA,cytosol,-1.473135346,19.05091327,1.71e-10,no hit
ARMT1,Q9H993,Damage-control phosphatase ARMT1,PA,cytosol,-1.791340012,21.6116878,1.72e-10,no hit
PAFAH1B3,Q15102,Platelet-activating factor acetylhydrolase IB subunit alpha1,PA,cytosol,-1.542511468,20.81550345,1.72e-10,no hit
BABAM1,Q9NWV8,BRISC and BRCA1-A complex member 1,PA,cytosol,-1.363006386,17.89032856,1.74e-10,no hit
RBX1,P62877,E3 ubiquitin-protein ligase RBX1,PA,cytosol,-1.526409105,19.11483515,1.79e-10,no hit
PPP2CB,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,PA,cytosol,-1.50161717,22.59095341,1.82e-10,no hit
BTF3,P20290,Transcription factor BTF3,PA,cytosol,-1.352679724,20.19092466,1.83e-10,no hit
PDLIM5,Q96HC4,PDZ and LIM domain protein 5,PA,cytosol,-1.529894165,19.66528935,1.86e-10,no hit
PPIA,P62937,Peptidyl-prolyl cis-trans isomerase A,PA,cytosol,-1.842246597,24.57771058,1.92e-10,no hit
UBE2I,P63279,SUMO-conjugating enzyme UBC9,PA,cytosol,-1.222710715,20.54387434,1.92e-10,no hit
CIAPIN1,Q6FI81,Anamorsin,PA,cytosol,-1.824400755,21.12329769,1.95e-10,no hit
AAK1,Q2M2I8,AP2-associated protein kinase 1,PA,cytosol,-1.501850039,17.43178611,1.98e-10,no hit
ANXA3,P12429,Annexin A3,PA,cytosol,-1.732743647,22.08183911,1.99e-10,no hit
CYRIB,Q9NUQ9,CYFIP-related Rac1 interactor B,PA,cytosol,-1.704110783,21.18604072,1.99e-10,no hit
XPO7,Q9UIA9,Exportin-7,PA,cytosol,-1.411656437,21.02685745,1.99e-10,no hit
PSMB7,Q99436,Proteasome subunit beta type-7,PA,cytosol,-1.610029435,22.11890465,2e-10,no hit
TYMS,P04818,Thymidylate synthase,PA,cytosol,-1.867028569,21.056607670000002,2.02e-10,no hit
MAGEA6,P43360,Melanoma-associated antigen 6,PA,cytosol,-1.228614377,18.92303866,2.02e-10,no hit
PAK2,Q13177,Serine/threonine-protein kinase PAK 2,PA,cytosol,-1.663490064,21.15969236,2.04e-10,no hit
CBFB,Q13951,Core-binding factor subunit beta,PA,cytosol,-1.438648908,18.79565979,2.08e-10,no hit
CRKL,P46109,Crk-like protein,PA,cytosol,-1.520029745,18.84939195,2.08e-10,no hit
KYNU,Q16719,Kynureninase,PA,cytosol,-1.624711843,22.65764176,2.13e-10,no hit
DTYMK,P23919,Thymidylate kinase,PA,cytosol,-1.61012515,21.84074735,2.16e-10,no hit
FARSA,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,PA,cytosol,-1.68346599,21.24661852,2.16e-10,no hit
PLA2G4A,P47712,Cytosolic phospholipase A2,PA,cytosol,-1.524232964,22.79940737,2.18e-10,no hit
MYG1,Q9HB07,MYG1 exonuclease,PA,cytosol,-1.35373805,22.02636447,2.23e-10,no hit
TLN1,Q9Y490,Talin-1,PA,cytosol,-1.5166099,24.14861319,2.25e-10,no hit
PLS3,P13797,Plastin-3,PA,cytosol,-1.768513562,24.37122615,2.25e-10,no hit
NUDT1,P36639,Oxidized purine nucleoside triphosphate hydrolase,PA,cytosol,-1.822042946,20.78208464,2.27e-10,no hit
APEH,P13798,Acylamino-acid-releasing enzyme,PA,cytosol,-1.755646874,22.44022862,2.27e-10,no hit
