gene_name,sample,comparison,AveExpr,logFC,pvalue,fdr,hit_annotation
PSMC1,Huh7,FA_8_3_UV - Sph_UV,23.2575344,0.052797457,0.662537587,0.856906647,no hit
HCFC1,Huh7,FA_8_3_UV - Sph_UV,23.97900963,-0.06948625,0.662603634,0.856906647,no hit
WAPL|WAPAL,Huh7,FA_8_3_UV - Sph_UV,22.58096107,-0.077293352,0.663878034,0.857572426,no hit
DNAJC13,Huh7,FA_8_3_UV - Sph_UV,21.84321165,0.08155843,0.666179938,0.859396974,no hit
DNAJC3,Huh7,FA_8_3_UV - Sph_UV,24.1001326,-0.065964041,0.666812886,0.859396974,no hit
NUCB2|Nucb2|HEL-S-109,Huh7,FA_8_3_UV - Sph_UV,24.19793587,-0.063503616,0.668552368,0.860138959,no hit
EIF3CL|EIF3C,Huh7,FA_8_3_UV - Sph_UV,24.60219993,0.062441545,0.669432039,0.860138959,no hit
PDS5A,Huh7,FA_8_3_UV - Sph_UV,23.79542579,-0.118295102,0.669674176,0.860138959,no hit
H1F0,Huh7,FA_8_3_UV - Sph_UV,24.51511018,0.086619787,0.673527369,0.864105,no hit
EIF3K,Huh7,FA_8_3_UV - Sph_UV,24.20253629,0.04877374,0.675305945,0.864692025,no hit
DSP,Huh7,FA_8_3_UV - Sph_UV,26.98048039,0.231964259,0.67551671,0.864692025,no hit
NUP88,Huh7,FA_8_3_UV - Sph_UV,25.51563733,0.062288283,0.677540126,0.864935238,no hit
CHERP,Huh7,FA_8_3_UV - Sph_UV,25.20811612,-0.062370924,0.67895159,0.864935238,no hit
EEA1,Huh7,FA_8_3_UV - Sph_UV,26.68827793,-0.041145714,0.679032732,0.864935238,no hit
CALU,Huh7,FA_8_3_UV - Sph_UV,26.43147672,-0.114429453,0.680210953,0.864935238,no hit
SOD2,Huh7,FA_8_3_UV - Sph_UV,24.94136061,-0.120636704,0.680664847,0.864935238,enriched no hit
ERAP1,Huh7,FA_8_3_UV - Sph_UV,24.95592321,-0.056650096,0.680863315,0.864935238,enriched no hit
HNRNPC,Huh7,FA_8_3_UV - Sph_UV,26.48697503,-0.078943819,0.681705742,0.864935238,no hit
SERPINB12,Huh7,FA_8_3_UV - Sph_UV,22.71695482,0.209548019,0.682589541,0.864935238,no hit
CDH6,Huh7,FA_8_3_UV - Sph_UV,22.78823737,-0.15712459,0.683699049,0.864935238,no hit
FKBP9,Huh7,FA_8_3_UV - Sph_UV,25.91016798,-0.049419228,0.683910252,0.864935238,no hit
PRPF40A,Huh7,FA_8_3_UV - Sph_UV,24.9922779,-0.05286477,0.684133895,0.864935238,no hit
SKIV2L2,Huh7,FA_8_3_UV - Sph_UV,24.82642675,0.06084227,0.68695138,0.867525848,no hit
IDH3A,Huh7,FA_8_3_UV - Sph_UV,25.32035027,0.044733693,0.688555139,0.868579611,no hit
AP1B1,Huh7,FA_8_3_UV - Sph_UV,24.66257043,-0.056423349,0.69013356,0.869599095,no hit
AK2,Huh7,FA_8_3_UV - Sph_UV,24.55994572,-0.055647914,0.691823172,0.87010797,no hit
HSPE1-MOB4,Huh7,FA_8_3_UV - Sph_UV,23.01426491,-0.056675378,0.692078793,0.87010797,no hit
PRKDC,Huh7,FA_8_3_UV - Sph_UV,27.66737293,-0.088299416,0.696104625,0.872412205,no hit
PSMA5,Huh7,FA_8_3_UV - Sph_UV,24.58365817,-0.060417201,0.696147229,0.872412205,no hit
NUP107,Huh7,FA_8_3_UV - Sph_UV,25.3682341,-0.088620262,0.696229758,0.872412205,no hit
ST13|ST13P4,Huh7,FA_8_3_UV - Sph_UV,24.67260472,-0.07920939,0.699941589,0.876090968,no hit
RCN2,Huh7,FA_8_3_UV - Sph_UV,26.08081876,-0.090367314,0.703021709,0.878971772,no hit
EFL1,Huh7,FA_8_3_UV - Sph_UV,22.94856593,0.077351448,0.705774187,0.879704552,no hit
CALML5,Huh7,FA_8_3_UV - Sph_UV,22.53731655,0.457346886,0.70591486,0.879704552,no hit
NUMA1,Huh7,FA_8_3_UV - Sph_UV,27.17927053,-0.066613983,0.706379675,0.879704552,enriched no hit
MRPL12,Huh7,FA_8_3_UV - Sph_UV,23.99761796,-0.047341575,0.706724561,0.879704552,no hit
OGT,Huh7,FA_8_3_UV - Sph_UV,25.01951763,0.052301611,0.708614538,0.881085698,no hit
SMC4,Huh7,FA_8_3_UV - Sph_UV,23.91180176,-0.063316685,0.712406085,0.883860307,no hit
PPP1R9B,Huh7,FA_8_3_UV - Sph_UV,24.48449878,-0.049422331,0.712411762,0.883860307,no hit
YBX1,Huh7,FA_8_3_UV - Sph_UV,23.03290331,-0.044495597,0.71457945,0.885576509,no hit
FLNC,Huh7,FA_8_3_UV - Sph_UV,28.83392128,-0.039267801,0.71889173,0.887896855,no hit
GPC4,Huh7,FA_8_3_UV - Sph_UV,24.01679766,-0.280256798,0.719942623,0.887896855,no hit
SCFD1,Huh7,FA_8_3_UV - Sph_UV,23.78101914,0.045526573,0.720074252,0.887896855,no hit
SDAD1,Huh7,FA_8_3_UV - Sph_UV,22.83948861,-0.055910596,0.721417867,0.887896855,no hit
CALM1,Huh7,FA_8_3_UV - Sph_UV,25.22750603,-0.060919708,0.722147423,0.887896855,no hit
PPP1CA,Huh7,FA_8_3_UV - Sph_UV,23.46424468,-0.044166783,0.722476195,0.887896855,no hit
DST,Huh7,FA_8_3_UV - Sph_UV,26.71785517,-0.059604071,0.723196097,0.887896855,no hit
HK1,Huh7,FA_8_3_UV - Sph_UV,24.34886848,0.037256963,0.723432805,0.887896855,no hit
CTNNB1,Huh7,FA_8_3_UV - Sph_UV,25.25795245,-0.106493904,0.723563992,0.887896855,no hit
SUPT6H,Huh7,FA_8_3_UV - Sph_UV,25.43768439,0.057025253,0.724316212,0.887896855,no hit
WDR1,Huh7,FA_8_3_UV - Sph_UV,26.4694716,0.055095051,0.731861595,0.894314688,no hit
MPRIP,Huh7,FA_8_3_UV - Sph_UV,24.64023593,0.04574158,0.732025885,0.894314688,no hit
MSN,Huh7,FA_8_3_UV - Sph_UV,24.93857108,-0.041132102,0.732314673,0.894314688,no hit
MRPL20,Huh7,FA_8_3_UV - Sph_UV,22.87979805,0.047301954,0.73465089,0.894314688,no hit
POLDIP2,Huh7,FA_8_3_UV - Sph_UV,24.50528508,-0.033743647,0.73500379,0.894314688,no hit
PLS1,Huh7,FA_8_3_UV - Sph_UV,24.89575426,0.056378226,0.736656423,0.894314688,no hit
NUP93,Huh7,FA_8_3_UV - Sph_UV,25.98645597,-0.053566345,0.736671315,0.894314688,no hit
POLR2H,Huh7,FA_8_3_UV - Sph_UV,23.90038301,0.042606094,0.737112165,0.894314688,no hit
CCT7,Huh7,FA_8_3_UV - Sph_UV,25.54938052,0.064554126,0.737578899,0.894314688,no hit
RPLP1,Huh7,FA_8_3_UV - Sph_UV,24.6355865,0.053146254,0.738043577,0.894314688,no hit
PTMA,Huh7,FA_8_3_UV - Sph_UV,24.52954414,0.122859931,0.738265092,0.894314688,no hit
SYNE2,Huh7,FA_8_3_UV - Sph_UV,28.87680856,-0.113420572,0.740679367,0.895711599,no hit
NAXE,Huh7,FA_8_3_UV - Sph_UV,23.46283878,0.062964192,0.74131769,0.895711599,no hit
PPA2,Huh7,FA_8_3_UV - Sph_UV,25.77170454,-0.046705504,0.742225671,0.895711599,no hit
ESD,Huh7,FA_8_3_UV - Sph_UV,23.16807622,0.102191821,0.742591724,0.895711599,no hit
MYL6,Huh7,FA_8_3_UV - Sph_UV,25.51338612,-0.065261939,0.74624946,0.899162903,no hit
RPS4X,Huh7,FA_8_3_UV - Sph_UV,24.87940562,0.054093875,0.748725184,0.899791748,no hit
NDUFAF7,Huh7,FA_8_3_UV - Sph_UV,23.54317048,-0.039262498,0.749529271,0.899791748,no hit
GAA,Huh7,FA_8_3_UV - Sph_UV,25.44480588,-0.081380225,0.749562434,0.899791748,no hit
SIN3A,Huh7,FA_8_3_UV - Sph_UV,23.02077356,0.070305171,0.749959287,0.899791748,no hit
CTNNA1,Huh7,FA_8_3_UV - Sph_UV,25.94990326,-0.08960874,0.752647027,0.902057849,no hit
PC,Huh7,FA_8_3_UV - Sph_UV,26.03478201,0.036796193,0.757551986,0.906973692,no hit
HNRNPA2B1,Huh7,FA_8_3_UV - Sph_UV,25.17149151,-0.050168011,0.75874585,0.907440746,no hit
RPS5,Huh7,FA_8_3_UV - Sph_UV,23.74213852,-0.043298265,0.763013173,0.90820267,no hit
PCBP2,Huh7,FA_8_3_UV - Sph_UV,23.4093285,0.035954022,0.763158674,0.90820267,no hit
ESYT1,Huh7,FA_8_3_UV - Sph_UV,22.49558247,-0.084134966,0.763625602,0.90820267,no hit
OGDH,Huh7,FA_8_3_UV - Sph_UV,26.85066041,-0.035680772,0.764438873,0.90820267,no hit
ITGB1,Huh7,FA_8_3_UV - Sph_UV,24.91969303,-0.055589985,0.764515449,0.90820267,no hit
EIF1AY|EIF1AX,Huh7,FA_8_3_UV - Sph_UV,23.96818073,-0.047697101,0.765059322,0.90820267,no hit
PLEC,Huh7,FA_8_3_UV - Sph_UV,30.17776006,-0.028928735,0.766589337,0.90820267,no hit
KIAA1429,Huh7,FA_8_3_UV - Sph_UV,24.96229483,-0.07415874,0.766645074,0.90820267,no hit
ANK2,Huh7,FA_8_3_UV - Sph_UV,23.05870272,0.089679192,0.766934107,0.90820267,no hit
WDR75,Huh7,FA_8_3_UV - Sph_UV,22.93426722,-0.067244517,0.767427234,0.90820267,no hit
GUSB,Huh7,FA_8_3_UV - Sph_UV,24.42705336,0.039260814,0.768670436,0.908465085,no hit
BUB3,Huh7,FA_8_3_UV - Sph_UV,23.69491118,-0.05650812,0.7692583,0.908465085,no hit
MRPL38,Huh7,FA_8_3_UV - Sph_UV,23.08103121,0.054150108,0.771371762,0.910009111,no hit
TSFM,Huh7,FA_8_3_UV - Sph_UV,23.61615802,-0.037742542,0.772517801,0.910409809,no hit
9-Sep,Huh7,FA_8_3_UV - Sph_UV,22.99157372,-0.043043918,0.773522859,0.9106437,no hit
MYO1E,Huh7,FA_8_3_UV - Sph_UV,23.3721011,0.05151073,0.775029764,0.911467296,no hit
KDELC1,Huh7,FA_8_3_UV - Sph_UV,25.43426086,-0.120515421,0.777018315,0.912680242,no hit
DPP7,Huh7,FA_8_3_UV - Sph_UV,23.25854058,-0.04730087,0.777677938,0.912680242,no hit
CD2BP2,Huh7,FA_8_3_UV - Sph_UV,23.25286164,0.037838456,0.778602027,0.912815876,no hit
KPRP,Huh7,FA_8_3_UV - Sph_UV,24.07597438,0.137390072,0.77999591,0.913501434,no hit
GFPT1,Huh7,FA_8_3_UV - Sph_UV,21.84716162,-0.051322546,0.78082248,0.913521845,no hit
RPLP2,Huh7,FA_8_3_UV - Sph_UV,24.14746243,-0.100110276,0.782531671,0.913636064,no hit
HNRNPU,Huh7,FA_8_3_UV - Sph_UV,26.11251954,-0.056360921,0.78278923,0.913636064,no hit
NENF,Huh7,FA_8_3_UV - Sph_UV,24.9399616,0.084275645,0.783459694,0.913636064,no hit
HECTD1,Huh7,FA_8_3_UV - Sph_UV,24.19212482,0.033532875,0.784157082,0.913636064,no hit
GOLGA2,Huh7,FA_8_3_UV - Sph_UV,25.04503544,0.044373227,0.785606919,0.914381662,no hit
CNBP,Huh7,FA_8_3_UV - Sph_UV,24.32863328,0.043455162,0.787229163,0.915326185,no hit
EIF4G1,Huh7,FA_8_3_UV - Sph_UV,26.25758597,-0.044849959,0.78817028,0.915477619,no hit
UPF1,Huh7,FA_8_3_UV - Sph_UV,25.52470014,0.025856092,0.790059313,0.916010331,no hit
KDELC2,Huh7,FA_8_3_UV - Sph_UV,23.53406663,-0.044757245,0.790251606,0.916010331,no hit
GSTP1,Huh7,FA_8_3_UV - Sph_UV,25.19206289,-0.085002177,0.792574616,0.91776076,no hit
H2AFY,Huh7,FA_8_3_UV - Sph_UV,24.41200591,0.0320446,0.799817922,0.922526969,no hit
LACTB2,Huh7,FA_8_3_UV - Sph_UV,22.41984736,-0.035717927,0.799865509,0.922526969,no hit
DRG1,Huh7,FA_8_3_UV - Sph_UV,22.57560785,-0.031981421,0.800234634,0.922526969,no hit
CTSD,Huh7,FA_8_3_UV - Sph_UV,24.39192519,0.09944413,0.801221903,0.922526969,no hit
CSDE1,Huh7,FA_8_3_UV - Sph_UV,24.67228758,0.029110202,0.801523001,0.922526969,no hit
LMNA,Huh7,FA_8_3_UV - Sph_UV,27.10057535,0.039982284,0.802355614,0.922526969,no hit
LRP1,Huh7,FA_8_3_UV - Sph_UV,24.07724921,0.04202371,0.802410526,0.922526969,no hit
PPP1CC,Huh7,FA_8_3_UV - Sph_UV,23.49793012,0.031008858,0.804227399,0.923031966,no hit
OAT,Huh7,FA_8_3_UV - Sph_UV,25.05349358,0.05563928,0.804484902,0.923031966,no hit
BCAT2,Huh7,FA_8_3_UV - Sph_UV,23.08333855,0.042870814,0.806611433,0.924532292,no hit
DHX15,Huh7,FA_8_3_UV - Sph_UV,25.21333209,-0.032368341,0.807672869,0.92481001,no hit
COPB1,Huh7,FA_8_3_UV - Sph_UV,24.94954828,-0.033735272,0.809480414,0.92536418,no hit
SMC1A,Huh7,FA_8_3_UV - Sph_UV,23.39170228,0.043998285,0.809796112,0.92536418,no hit
TARDBP,Huh7,FA_8_3_UV - Sph_UV,23.59969387,0.071220839,0.815771397,0.928550926,no hit
SMARCA5,Huh7,FA_8_3_UV - Sph_UV,24.99994986,0.05220829,0.815900037,0.928550926,no hit
EXOSC10,Huh7,FA_8_3_UV - Sph_UV,23.48965783,0.028210817,0.815938893,0.928550926,no hit
PLOD1,Huh7,FA_8_3_UV - Sph_UV,24.57823708,-0.034818919,0.816673884,0.928550926,no hit
TXNDC5,Huh7,FA_8_3_UV - Sph_UV,26.12324208,-0.025699911,0.816697138,0.928550926,no hit
HEXB,Huh7,FA_8_3_UV - Sph_UV,24.00522299,-0.050808131,0.81902309,0.92978895,no hit
GNAS,Huh7,FA_8_3_UV - Sph_UV,24.15486316,-0.086557093,0.819769678,0.92978895,no hit
GANAB,Huh7,FA_8_3_UV - Sph_UV,26.9567856,0.026850633,0.820478021,0.92978895,no hit
CHD1,Huh7,FA_8_3_UV - Sph_UV,23.42544651,0.039924375,0.821661328,0.92978895,no hit
CCT2,Huh7,FA_8_3_UV - Sph_UV,24.53311207,-0.041591156,0.821903784,0.92978895,no hit
CTPS1,Huh7,FA_8_3_UV - Sph_UV,24.62475846,0.050543848,0.824122066,0.931167064,no hit
GLRX5,Huh7,FA_8_3_UV - Sph_UV,24.65147375,0.022556988,0.82672789,0.931167064,no hit
GFAP,Huh7,FA_8_3_UV - Sph_UV,25.341514,0.032824342,0.828615819,0.931167064,no hit
ALDH7A1,Huh7,FA_8_3_UV - Sph_UV,26.35839581,-0.022996246,0.829057025,0.931167064,enriched no hit
RAE1,Huh7,FA_8_3_UV - Sph_UV,23.37894814,0.028234261,0.829467201,0.931167064,no hit
LAMB1,Huh7,FA_8_3_UV - Sph_UV,26.43260091,0.032387618,0.829695254,0.931167064,no hit
PRPF4,Huh7,FA_8_3_UV - Sph_UV,22.89062949,-0.055915145,0.830122074,0.931167064,no hit
FUCA1,Huh7,FA_8_3_UV - Sph_UV,23.44562403,-0.031125921,0.8305052,0.931167064,no hit
CCT5,Huh7,FA_8_3_UV - Sph_UV,26.25352712,0.028084577,0.832052395,0.931167064,no hit
SND1,Huh7,FA_8_3_UV - Sph_UV,26.35754633,-0.043489978,0.832061615,0.931167064,no hit
TFRC,Huh7,FA_8_3_UV - Sph_UV,24.04391755,0.034048524,0.832365614,0.931167064,no hit
PTGES3,Huh7,FA_8_3_UV - Sph_UV,24.54966673,0.060793042,0.833019251,0.931167064,no hit
ATP5C1,Huh7,FA_8_3_UV - Sph_UV,23.36083913,-0.034813843,0.837529215,0.935282378,no hit
SNRPA,Huh7,FA_8_3_UV - Sph_UV,24.301943,0.048891557,0.839580995,0.935972834,no hit
RIF1,Huh7,FA_8_3_UV - Sph_UV,23.7765935,-0.052043433,0.839805563,0.935972834,no hit
CLTB,Huh7,FA_8_3_UV - Sph_UV,24.32011388,-0.042198015,0.840677672,0.936020801,no hit
COPA,Huh7,FA_8_3_UV - Sph_UV,25.7453921,0.020966997,0.841565277,0.936085909,no hit
PSAP,Huh7,FA_8_3_UV - Sph_UV,24.8008208,0.128418806,0.843456517,0.93726615,no hit
EIF2S3|EIF2S3L,Huh7,FA_8_3_UV - Sph_UV,23.80749661,0.051384712,0.845389081,0.937518948,no hit
EIF4A2,Huh7,FA_8_3_UV - Sph_UV,24.50060015,-0.041040945,0.845820556,0.937518948,no hit
SDHA,Huh7,FA_8_3_UV - Sph_UV,25.70603142,-0.028295247,0.846730213,0.937518948,no hit
SNRNP200,Huh7,FA_8_3_UV - Sph_UV,26.59472207,-0.02470747,0.847496982,0.937518948,no hit
SERPINH1,Huh7,FA_8_3_UV - Sph_UV,25.74321569,-0.024092515,0.849743539,0.937518948,no hit
RAB7A,Huh7,FA_8_3_UV - Sph_UV,25.08181849,0.019196425,0.851370711,0.937518948,no hit
NCBP1,Huh7,FA_8_3_UV - Sph_UV,25.3318594,0.03585814,0.85221741,0.937518948,no hit
PCNA,Huh7,FA_8_3_UV - Sph_UV,25.81747949,0.025790731,0.852694271,0.937518948,no hit
PMPCB,Huh7,FA_8_3_UV - Sph_UV,24.78102832,-0.019212623,0.853226239,0.937518948,no hit
HSD17B10,Huh7,FA_8_3_UV - Sph_UV,24.62151853,-0.022128167,0.853707537,0.937518948,no hit
LRRC15,Huh7,FA_8_3_UV - Sph_UV,23.5101937,0.038809827,0.853887967,0.937518948,no hit
ATP6V1B2,Huh7,FA_8_3_UV - Sph_UV,24.51301289,0.018039063,0.85388815,0.937518948,no hit
USP7,Huh7,FA_8_3_UV - Sph_UV,25.94660417,-0.02642711,0.854479183,0.937518948,no hit
PITRM1,Huh7,FA_8_3_UV - Sph_UV,26.81424332,0.03317721,0.858028491,0.940245664,no hit
CYP3A5,Huh7,FA_8_3_UV - Sph_UV,22.95876198,-0.03316239,0.859101589,0.940245664,no hit
CTTN,Huh7,FA_8_3_UV - Sph_UV,23.9097751,0.021472956,0.859577241,0.940245664,no hit
CCT3,Huh7,FA_8_3_UV - Sph_UV,26.21283118,0.030561646,0.860889854,0.940245664,no hit
CRTAP,Huh7,FA_8_3_UV - Sph_UV,25.22567992,-0.019884364,0.861690037,0.940245664,no hit
SUCLG1,Huh7,FA_8_3_UV - Sph_UV,23.56254255,0.020382216,0.861961259,0.940245664,no hit
E7EVH7|KLC1,Huh7,FA_8_3_UV - Sph_UV,23.44629707,0.023527889,0.86683124,0.944645241,no hit
PRPF8,Huh7,FA_8_3_UV - Sph_UV,26.7385816,-0.021601012,0.871813324,0.949158383,no hit
LMNB2,Huh7,FA_8_3_UV - Sph_UV,25.49513176,-0.027285474,0.873614661,0.950203229,enriched no hit
SSRP1,Huh7,FA_8_3_UV - Sph_UV,22.39766152,-0.02207502,0.875340586,0.951164121,no hit
CBX5,Huh7,FA_8_3_UV - Sph_UV,24.55199056,-0.039355495,0.87733014,0.951610201,no hit
MUT,Huh7,FA_8_3_UV - Sph_UV,23.6730574,0.022909256,0.877436864,0.951610201,no hit
RMDN1,Huh7,FA_8_3_UV - Sph_UV,24.04155771,-0.015781853,0.879515667,0.952590182,no hit
PYGB,Huh7,FA_8_3_UV - Sph_UV,24.7034225,0.023052941,0.880027954,0.952590182,no hit
RAB18,Huh7,FA_8_3_UV - Sph_UV,23.42471638,0.020482237,0.882718141,0.954586955,no hit
CCT8,Huh7,FA_8_3_UV - Sph_UV,27.21219158,0.019253924,0.884436251,0.955529691,no hit
SART3,Huh7,FA_8_3_UV - Sph_UV,23.99631972,0.015494959,0.88541991,0.955677896,no hit
NUP54,Huh7,FA_8_3_UV - Sph_UV,23.50189463,-0.018653545,0.887043513,0.956033112,no hit
RAD23B,Huh7,FA_8_3_UV - Sph_UV,25.00900831,0.036860426,0.887442605,0.956033112,no hit
HNRNPK,Huh7,FA_8_3_UV - Sph_UV,26.01034576,0.017750788,0.892391046,0.956617822,no hit
LRPPRC,Huh7,FA_8_3_UV - Sph_UV,27.28294095,-0.021894859,0.89355625,0.956617822,no hit
OPA1,Huh7,FA_8_3_UV - Sph_UV,23.61376233,-0.021075408,0.895190428,0.956617822,no hit
ACAA2,Huh7,FA_8_3_UV - Sph_UV,23.1665058,-0.021897909,0.895571486,0.956617822,enriched no hit
GTPBP4,Huh7,FA_8_3_UV - Sph_UV,23.39514124,0.020231015,0.896500145,0.956617822,no hit
NOP56,Huh7,FA_8_3_UV - Sph_UV,24.76495738,-0.025418745,0.896578677,0.956617822,no hit
ILF3,Huh7,FA_8_3_UV - Sph_UV,25.82822834,0.020220824,0.897504647,0.956617822,no hit
LSS,Huh7,FA_8_3_UV - Sph_UV,24.02877367,-0.043348964,0.898321737,0.956617822,no hit
NOP58,Huh7,FA_8_3_UV - Sph_UV,24.68758996,-0.02052558,0.898683673,0.956617822,no hit
ABCF2,Huh7,FA_8_3_UV - Sph_UV,23.91337271,-0.018775589,0.898804637,0.956617822,no hit
NUP98,Huh7,FA_8_3_UV - Sph_UV,23.91708327,-0.030123711,0.898993733,0.956617822,no hit
LAMC1,Huh7,FA_8_3_UV - Sph_UV,23.42881738,-0.014608695,0.899068834,0.956617822,no hit
HIST1H1E|HIST1H1D|HIST1H1C,Huh7,FA_8_3_UV - Sph_UV,24.87002111,0.024054204,0.899482091,0.956617822,no hit
CYB5R3,Huh7,FA_8_3_UV - Sph_UV,22.68479323,-0.027879066,0.899847765,0.956617822,enriched no hit
ERH,Huh7,FA_8_3_UV - Sph_UV,24.34124714,-0.015385311,0.901641694,0.95762321,no hit
IARS2,Huh7,FA_8_3_UV - Sph_UV,24.74708756,0.016789812,0.904409681,0.958865939,no hit
GOLGB1,Huh7,FA_8_3_UV - Sph_UV,26.0727124,-0.019483708,0.905145996,0.958865939,no hit
PPP1R9A,Huh7,FA_8_3_UV - Sph_UV,24.95185843,-0.018118758,0.905616306,0.958865939,no hit
PRPF19,Huh7,FA_8_3_UV - Sph_UV,25.33166042,0.015465277,0.907091264,0.958865939,no hit
SRSF6,Huh7,FA_8_3_UV - Sph_UV,23.9613079,0.018407281,0.907333785,0.958865939,no hit
AGPS,Huh7,FA_8_3_UV - Sph_UV,24.72960673,0.019554084,0.908729515,0.958865939,no hit
EIF3E,Huh7,FA_8_3_UV - Sph_UV,24.33028271,0.021810576,0.908756913,0.958865939,no hit
UFD1L,Huh7,FA_8_3_UV - Sph_UV,23.65342848,-0.015845927,0.910204305,0.959496415,no hit
SSB,Huh7,FA_8_3_UV - Sph_UV,25.07706026,0.02574207,0.912045628,0.960275023,no hit
BCCIP,Huh7,FA_8_3_UV - Sph_UV,22.24632719,-0.016714369,0.912701082,0.960275023,no hit
HNRNPL,Huh7,FA_8_3_UV - Sph_UV,25.09577519,0.016398642,0.913494574,0.960275023,no hit
HSPE1,Huh7,FA_8_3_UV - Sph_UV,24.12183501,0.018800308,0.915638222,0.960848906,no hit
TRAP1,Huh7,FA_8_3_UV - Sph_UV,26.26454583,0.011358196,0.915742624,0.960848906,no hit
2-Sep,Huh7,FA_8_3_UV - Sph_UV,23.74692804,-0.010916033,0.917404691,0.961699068,no hit
PPIL4,Huh7,FA_8_3_UV - Sph_UV,24.02844147,-0.015635854,0.91867601,0.962138419,no hit
XPO1,Huh7,FA_8_3_UV - Sph_UV,26.01131695,0.015451118,0.919528636,0.96213886,no hit
JUP,Huh7,FA_8_3_UV - Sph_UV,25.98000368,-0.039446177,0.9219706,0.963051156,no hit
PSME3,Huh7,FA_8_3_UV - Sph_UV,23.58174067,0.0112384,0.923180674,0.963051156,no hit
EIF4A3,Huh7,FA_8_3_UV - Sph_UV,25.89230241,-0.010412172,0.924331112,0.963051156,no hit
RPS6KA3,Huh7,FA_8_3_UV - Sph_UV,23.60686246,-0.013908744,0.924533519,0.963051156,no hit
SMU1,Huh7,FA_8_3_UV - Sph_UV,24.76683053,0.014372904,0.92502126,0.963051156,no hit
LSM7,Huh7,FA_8_3_UV - Sph_UV,24.15985501,-0.01219273,0.925518604,0.963051156,no hit
MYH9,Huh7,FA_8_3_UV - Sph_UV,28.12755644,-0.018142132,0.926434774,0.963116814,no hit
EEF1B2,Huh7,FA_8_3_UV - Sph_UV,25.50556412,0.020464869,0.932307356,0.96747271,no hit
ATXN2L,Huh7,FA_8_3_UV - Sph_UV,22.98460108,-0.014901431,0.932630434,0.96747271,no hit
DDX1,Huh7,FA_8_3_UV - Sph_UV,24.06412865,0.009288893,0.933195554,0.96747271,no hit
XPO7,Huh7,FA_8_3_UV - Sph_UV,23.86133906,0.010731953,0.936083085,0.969575966,no hit
RPS14,Huh7,FA_8_3_UV - Sph_UV,24.10906959,0.008962895,0.938869308,0.970963368,no hit
DCTN2,Huh7,FA_8_3_UV - Sph_UV,23.54712173,0.010655172,0.939996782,0.970963368,no hit
RAB14,Huh7,FA_8_3_UV - Sph_UV,23.44179037,-0.011673268,0.940002623,0.970963368,no hit
DSG1,Huh7,FA_8_3_UV - Sph_UV,25.08776756,-0.040499136,0.942922963,0.972282069,no hit
SRSF1,Huh7,FA_8_3_UV - Sph_UV,25.29244326,0.010521278,0.943196596,0.972282069,no hit
PDCL3,Huh7,FA_8_3_UV - Sph_UV,23.30340468,0.009738405,0.943862841,0.972282069,no hit
TEAD1,Huh7,FA_8_3_UV - Sph_UV,23.10274258,-0.027938027,0.944788965,0.972348898,no hit
ARID1A,Huh7,FA_8_3_UV - Sph_UV,23.91902931,-0.014097696,0.947674177,0.974430005,no hit
XP32,Huh7,FA_8_3_UV - Sph_UV,23.51708317,0.038093241,0.949278735,0.97468354,no hit
COPS4,Huh7,FA_8_3_UV - Sph_UV,22.84800008,-0.012992458,0.950889055,0.97468354,no hit
PLOD3,Huh7,FA_8_3_UV - Sph_UV,25.0753648,0.007560589,0.951017217,0.97468354,no hit
DDX3X,Huh7,FA_8_3_UV - Sph_UV,25.22036415,0.007335041,0.952096278,0.97468354,no hit
ALDH6A1,Huh7,FA_8_3_UV - Sph_UV,23.86628108,0.008362388,0.952237329,0.97468354,no hit
PRDX4,Huh7,FA_8_3_UV - Sph_UV,25.83795758,-0.011534678,0.954936403,0.97553128,no hit
SERPINE1,Huh7,FA_8_3_UV - Sph_UV,22.86191003,-0.020256858,0.955398164,0.97553128,no hit
DIABLO,Huh7,FA_8_3_UV - Sph_UV,23.30022906,-0.01249953,0.955980345,0.97553128,no hit
TRIP12,Huh7,FA_8_3_UV - Sph_UV,23.65309976,0.011744706,0.956855178,0.97553128,no hit
LONP1,Huh7,FA_8_3_UV - Sph_UV,25.45904802,-0.011260638,0.957385879,0.97553128,no hit
CHD8|CHD9|CHD7,Huh7,FA_8_3_UV - Sph_UV,24.59778035,0.013585106,0.961748038,0.979092457,no hit
CS,Huh7,FA_8_3_UV - Sph_UV,25.55567249,0.006091572,0.963267471,0.97910847,no hit
HYOU1,Huh7,FA_8_3_UV - Sph_UV,25.26850883,0.006684135,0.963498237,0.97910847,no hit
RBBP4,Huh7,FA_8_3_UV - Sph_UV,24.54267178,0.010190086,0.96621665,0.980987948,no hit
POGZ,Huh7,FA_8_3_UV - Sph_UV,24.10806102,-0.008415846,0.969542973,0.982777615,no hit
HIST1H1B,Huh7,FA_8_3_UV - Sph_UV,24.00835345,0.005783724,0.96972034,0.982777615,no hit
LARS2,Huh7,FA_8_3_UV - Sph_UV,24.79574263,-0.003410638,0.973653785,0.985879034,no hit
KPNA2,Huh7,FA_8_3_UV - Sph_UV,26.35418945,-0.008993385,0.975617956,0.986327588,no hit
RBMX,Huh7,FA_8_3_UV - Sph_UV,24.02558152,0.003926019,0.975844035,0.986327588,no hit
