"","gene_name","logFC","pvalue","hit_annotation","LipidProbe"
"1214","NIP7",0.796030822,0.002470338,"enriched hit","1-10 FA"
"1215","MAPRE3",-0.729100914,0.002548484,"no hit","1-10 FA"
"1216","MAPK1",-0.561775392,0.002596525,"no hit","1-10 FA"
"1217","PSMC5",-0.379849309,0.002603516,"no hit","1-10 FA"
"1218","HYOU1",0.55750443,0.00262059,"no hit","1-10 FA"
"1219","SRSF7",0.500995687,0.002642805,"no hit","1-10 FA"
"1220","RAB3GAP2",-0.407445529,0.002648843,"no hit","1-10 FA"
"1221","HSPA5",0.521831199,0.002667491,"no hit","1-10 FA"
"1222","PDCL3",-0.524192213,0.002743098,"no hit","1-10 FA"
"1223","CNPY3",0.393987118,0.002757713,"no hit","1-10 FA"
"1224","MALT1",-0.686958883,0.002797783,"no hit","1-10 FA"
"1225","HSP90AA1",-0.579360166,0.002883454,"no hit","1-10 FA"
"1226","HK1",0.394271907,0.002910689,"no hit","1-10 FA"
"1227","CBX1",0.636777759,0.002962608,"enriched hit","1-10 FA"
"1228","MIA3",0.484661649,0.003165585,"no hit","1-10 FA"
"1229","PA2G4",-0.43175211,0.00317112,"no hit","1-10 FA"
"1230","DLST",0.377392626,0.003295569,"no hit","1-10 FA"
"1231","SHMT1",-0.535171082,0.003316192,"no hit","1-10 FA"
"1232","ALDOA",-0.557560522,0.003321315,"no hit","1-10 FA"
"1233","NUMA1",0.648243479,0.003329896,"enriched hit","1-10 FA"
"1234","UPP1",-0.685795499,0.003331058,"no hit","1-10 FA"
"1235","CPSF1",0.494709846,0.003366142,"no hit","1-10 FA"
"1236","NME1-NME2|NME2",-0.650187181,0.003396197,"no hit","1-10 FA"
"1237","TXNDC5",0.405937467,0.003404376,"no hit","1-10 FA"
"1238","CAPN2",-0.862054075,0.003407053,"no hit","1-10 FA"
"1239","ATP6V0D1",0.572381499,0.003416516,"no hit","1-10 FA"
"1240","COPB2",-0.511783895,0.003476852,"no hit","1-10 FA"
"1241","RRM2",-0.89186801,0.003646683,"no hit","1-10 FA"
"1242","UGDH",-0.750228598,0.003692422,"no hit","1-10 FA"
"1243","EIF5A2|EIF5A|EIF5AL1",-0.828060892,0.003721975,"no hit","1-10 FA"
"1244","VDAC2",0.759510426,0.003782881,"enriched hit","1-10 FA"
"1245","HSPA4",-0.779054457,0.003859697,"no hit","1-10 FA"
"1246","GANAB",0.423699424,0.003918628,"no hit","1-10 FA"
"1247","HADHA",0.411648478,0.004039557,"no hit","1-10 FA"
"1248","PDIA6",0.77502067,0.004074836,"enriched hit","1-10 FA"
"1249","EEF1D",-0.613190809,0.004107296,"no hit","1-10 FA"
"1250","ME2",0.452745596,0.004164398,"no hit","1-10 FA"
"1251","SUCLG2",0.388791553,0.004193601,"no hit","1-10 FA"
"1252","IDH3B",0.372376172,0.004240383,"no hit","1-10 FA"
"1253","CSPG4",0.465581506,0.004251775,"no hit","1-10 FA"
"1254","SFPQ",0.359483918,0.00427097,"no hit","1-10 FA"
"1255","SERPINH1",0.449241023,0.004276128,"no hit","1-10 FA"
"1256","PPP4C",-0.52947349,0.004344149,"no hit","1-10 FA"
"1257","ATP6V1H",0.42598569,0.004361729,"no hit","1-10 FA"
"1258","RNPEP",-0.507638087,0.004599091,"no hit","1-10 FA"
"1259","TXNL1",-0.619094954,0.004632056,"no hit","1-10 FA"
"1260","ENOPH1",-0.644289364,0.004658252,"no hit","1-10 FA"
"1261","CDK2",-0.530563523,0.004661845,"no hit","1-10 FA"
"1262","PFN1",-0.876529653,0.004671532,"no hit","1-10 FA"
"1263","GART",-0.511978287,0.004676048,"no hit","1-10 FA"
"1264","NUDCD1",-0.516844951,0.004722223,"no hit","1-10 FA"
"1265","MDH2",0.411914955,0.00479351,"no hit","1-10 FA"
"1266","ARMT1",-0.74222825,0.004865295,"no hit","1-10 FA"
"1267","DECR1",0.50880777,0.004911376,"no hit","1-10 FA"
"1268","ALDH1A1",-0.818051867,0.004939481,"no hit","1-10 FA"
"1269","PSMA3",-0.515474394,0.004947817,"no hit","1-10 FA"
"1270","CLIC1",-0.723551826,0.004974812,"no hit","1-10 FA"
"1271","P3H1",0.419487466,0.004988033,"no hit","1-10 FA"
"1272","HPRT1",-0.934861298,0.004996326,"no hit","1-10 FA"
"1273","NCL",0.464068242,0.005015058,"no hit","1-10 FA"
"1274","PHYHIPL",-0.481733914,0.005044295,"no hit","1-10 FA"
"1275","LAMB1",0.516377549,0.005119774,"no hit","1-10 FA"
"1276","COLGALT1",0.449865967,0.005155452,"no hit","1-10 FA"
"1277","SF3A1",0.357416828,0.005166357,"no hit","1-10 FA"
"1278","POLDIP2",0.340483689,0.005195318,"no hit","1-10 FA"
"1279","LTA4H",-0.745832159,0.005312897,"no hit","1-10 FA"
"1280","CTSA",0.439945546,0.005371641,"no hit","1-10 FA"
"1281","PSMA7",-0.412385213,0.005402343,"no hit","1-10 FA"
"1282","TPI1",-0.637078794,0.005463221,"no hit","1-10 FA"
"1283","ACLY",-0.610202537,0.005543332,"no hit","1-10 FA"
"1284","MTHFD1",-0.433780302,0.005579288,"no hit","1-10 FA"
"1285","PPP4R3A",-0.414282149,0.005635936,"no hit","1-10 FA"
"1286","ETHE1",0.38798172,0.005663318,"no hit","1-10 FA"
"1287","USP5",-0.693282531,0.005834492,"no hit","1-10 FA"
"1288","GOLGB1",0.546279919,0.006013922,"no hit","1-10 FA"
"1289","KIF20B",0.449838142,0.006027937,"no hit","1-10 FA"
"1290","NASP",-0.681103191,0.006082568,"no hit","1-10 FA"
"1291","ERH",0.414870297,0.006104173,"no hit","1-10 FA"
"1292","PCBP2",-0.396083156,0.006178232,"no hit","1-10 FA"
"1293","MGEA5",-0.569276798,0.006235202,"no hit","1-10 FA"
"1294","XPO7",-0.444285874,0.006251157,"no hit","1-10 FA"
"1295","STRAP",-0.492877518,0.006254116,"no hit","1-10 FA"
"1296","SDF4",0.441894046,0.006343622,"no hit","1-10 FA"
"1297","PPA1",-0.943761384,0.006346645,"no hit","1-10 FA"
"1298","LANCL2",-0.445603408,0.006540664,"no hit","1-10 FA"
"1299","P4HA1",0.431774188,0.006565224,"no hit","1-10 FA"
"1300","SRSF6",0.51837415,0.006726765,"no hit","1-10 FA"
"1301","CAPNS1",-0.829611128,0.006861023,"no hit","1-10 FA"
"1302","PTER",-0.665449635,0.006920865,"no hit","1-10 FA"
"1303","KIF5B",-0.488335924,0.006926585,"no hit","1-10 FA"
"1304","ABCF2",-0.480891418,0.006978414,"no hit","1-10 FA"
"1305","CCAR2",0.446710584,0.007099072,"no hit","1-10 FA"
"1306","PLOD2",0.398213876,0.00712301,"no hit","1-10 FA"
"1307","IARS",-0.340175878,0.007202476,"no hit","1-10 FA"
"1308","HSPA9",0.438892665,0.007223627,"no hit","1-10 FA"
"1309","PPP2R2A",-0.780760002,0.007294132,"no hit","1-10 FA"
"1310","SCP2",0.405694787,0.007317286,"no hit","1-10 FA"
"1311","RABGGTB",-0.6658562,0.007400434,"no hit","1-10 FA"
"1312","SEH1L",0.338614168,0.007414605,"no hit","1-10 FA"
"1313","PARN",0.518626736,0.007441097,"no hit","1-10 FA"
"1314","GSTP1",-1.038847579,0.007482584,"no hit","1-10 FA"
"1315","ACOT9",0.443944002,0.007519037,"no hit","1-10 FA"
"1316","USO1",-0.448449659,0.007562793,"no hit","1-10 FA"
"1317","UGGT1",0.370587702,0.007704367,"no hit","1-10 FA"
"1318","UBB|UBC|RPS27A|UBA52",1.111247454,0.007725564,"enriched hit","1-10 FA"
"1319","PPIB",0.755917048,0.007743456,"enriched hit","1-10 FA"
"1320","HSD17B10",0.383442635,0.007774858,"no hit","1-10 FA"
"1321","MTPAP",0.600409786,0.007817075,"enriched hit","1-10 FA"
"1322","CNP",0.556251417,0.007907247,"no hit","1-10 FA"
"1323","P4HA2",0.379817214,0.007991242,"no hit","1-10 FA"
"1324","TRIM28",-0.344712796,0.008119309,"no hit","1-10 FA"
"1325","RPS12",-0.356131976,0.008212964,"no hit","1-10 FA"
"1326","NDUFS3",0.538805382,0.008462129,"no hit","1-10 FA"
"1327","H2AFY",0.396678673,0.008558467,"no hit","1-10 FA"
"1328","OTUB1",-0.636457977,0.008760862,"no hit","1-10 FA"
"1329","TBRG4",0.65936678,0.008783024,"enriched hit","1-10 FA"
"1330","DDX17",0.301689756,0.008809025,"no hit","1-10 FA"
"1331","ANP32E",-0.807976363,0.008821154,"no hit","1-10 FA"
"1332","PPP5C",-0.622599335,0.008893,"no hit","1-10 FA"
"1333","APP",0.434898376,0.00894992,"no hit","1-10 FA"
"1334","PARVA",-0.393949745,0.009021955,"no hit","1-10 FA"
"1335","HAT1",-0.461576872,0.0091028,"no hit","1-10 FA"
"1336","DDX21",0.345544285,0.009112266,"no hit","1-10 FA"
"1337","SET",-0.670104024,0.009139828,"no hit","1-10 FA"
"1338","ENO1",-0.643580755,0.009143755,"no hit","1-10 FA"
"1339","DNAJB11",0.522610666,0.009196891,"no hit","1-10 FA"
"1340","RPLP1",-0.491353674,0.009250898,"no hit","1-10 FA"
"1341","PTGES3",-0.892731181,0.0092704,"no hit","1-10 FA"
"1342","YWHAH",-0.58946785,0.009422484,"no hit","1-10 FA"
"1343","MAP4",-0.633427058,0.009515012,"no hit","1-10 FA"
"1344","XPOT",-0.534972878,0.009562469,"no hit","1-10 FA"
"1345","ETF1",-0.468431811,0.00974933,"no hit","1-10 FA"
"1346","PLD3",0.336167468,0.009859442,"no hit","1-10 FA"
"1347","PYGL",-0.354679373,0.010150828,"no hit","1-10 FA"
"1348","SSB",-0.710119286,0.010163948,"no hit","1-10 FA"
"1349","ANP32A",-0.708326245,0.010186276,"no hit","1-10 FA"
"1350","GRPEL1",0.439288716,0.01051476,"no hit","1-10 FA"
"1351","ALDH18A1",0.455061503,0.010710653,"no hit","1-10 FA"
"1352","UBA6",-0.526697413,0.010824328,"no hit","1-10 FA"
"1353","SARNP",0.410860701,0.010956783,"no hit","1-10 FA"
"1354","ALDH4A1",0.462824461,0.011457271,"no hit","1-10 FA"
"1355","HSPH1",-0.532228054,0.011457947,"no hit","1-10 FA"
"1356","DSTN",-0.508591213,0.011494906,"no hit","1-10 FA"
"1357","HEXIM1",-0.394297809,0.011540135,"no hit","1-10 FA"
"1358","YLPM1",0.392889102,0.01156233,"no hit","1-10 FA"
"1359","STK24",-0.528721407,0.011644585,"no hit","1-10 FA"
"1360","SERBP1",-0.366513568,0.011652507,"no hit","1-10 FA"
"1361","SOD2",0.867365878,0.011662618,"enriched candidate","1-10 FA"
"1362","ATP6V1E1",0.305840602,0.011753701,"no hit","1-10 FA"
"1363","COA7",0.544654954,0.011779736,"no hit","1-10 FA"
"1364","BLMH",-0.573523593,0.011870367,"no hit","1-10 FA"
"1365","PSMC2",-0.330629127,0.011873573,"no hit","1-10 FA"
"1366","NUP58",0.536722185,0.011972502,"no hit","1-10 FA"
"1367","HNRNPD",0.391014145,0.012099596,"no hit","1-10 FA"
"1368","YWHAQ",-0.616078298,0.012185516,"no hit","1-10 FA"
"1369","DDX18",0.441829745,0.012334443,"no hit","1-10 FA"
"1370","PLS3",-0.407264288,0.012344472,"no hit","1-10 FA"
"1371","TXNRD1",-0.561525658,0.012364583,"no hit","1-10 FA"
"1372","NSUN2",-0.365882808,0.012388705,"no hit","1-10 FA"
"1373","SRM",-1.142245523,0.012597756,"no hit","1-10 FA"
"1374","ATIC",-0.50780166,0.012628063,"no hit","1-10 FA"
"1375","RBMX",0.377768677,0.012938693,"no hit","1-10 FA"
"1376","PRDX6",-1.256493901,0.013187913,"no hit","1-10 FA"
"1377","LDHB",-0.685128065,0.013188204,"no hit","1-10 FA"
"1378","CNDP2",-0.821467504,0.013192023,"no hit","1-10 FA"
"1379","EEF1B2",-0.697894166,0.013326359,"no hit","1-10 FA"
"1380","RARS",-0.312831195,0.013358157,"no hit","1-10 FA"
"1381","LMAN1",0.497141522,0.013422691,"no hit","1-10 FA"
"1382","TOMM70",0.375617981,0.013438912,"no hit","1-10 FA"
"1383","LMNB2",0.495538893,0.013483851,"no hit","1-10 FA"
"1384","DLG1",0.337720876,0.013563252,"no hit","1-10 FA"
"1385","UFD1L",-0.405488315,0.013576055,"no hit","1-10 FA"
"1386","PPID",-0.64057653,0.013850386,"no hit","1-10 FA"
"1387","ANP32B",-0.646268839,0.013862059,"no hit","1-10 FA"
"1388","EEF1A1|EEF1A1P5",-0.724781761,0.013909016,"no hit","1-10 FA"
"1389","BPNT1",-0.579016442,0.013944652,"no hit","1-10 FA"
"1390","IDH3A",0.318743715,0.014064517,"no hit","1-10 FA"
"1391","NAE1",-0.661271423,0.014117139,"no hit","1-10 FA"
"1392","ATXN10",-0.479000217,0.014341884,"no hit","1-10 FA"
"1393","ATP6V1B2",0.279559918,0.014342456,"no hit","1-10 FA"
"1394","PUS1",0.342083787,0.014343246,"no hit","1-10 FA"
"1395","PLOD1",0.428266737,0.01437385,"no hit","1-10 FA"
"1396","BZW1",-0.414525922,0.014552324,"no hit","1-10 FA"
"1397","HMGCL",0.419898666,0.014564085,"no hit","1-10 FA"
"1398","TTF2",-0.381947629,0.014713665,"no hit","1-10 FA"
"1399","OLA1",-0.334034362,0.014718698,"no hit","1-10 FA"
"1400","UBE3A",-0.439718524,0.014792352,"no hit","1-10 FA"
"1401","GSS",-0.806664661,0.014811864,"no hit","1-10 FA"
"1402","PSMD2",-0.425027214,0.014822675,"no hit","1-10 FA"
"1403","GLRX5",0.29151004,0.014979944,"no hit","1-10 FA"
"1404","SART3",-0.304073815,0.015059128,"no hit","1-10 FA"
"1405","NDUFS1",0.289821226,0.015092656,"no hit","1-10 FA"
"1406","PDHA1",0.322298867,0.015217467,"no hit","1-10 FA"
"1407","RSL1D1",0.356481483,0.015224333,"no hit","1-10 FA"
"1408","MATR3",0.364451208,0.015458463,"no hit","1-10 FA"
"1409","ATP5A1",0.318891952,0.015550537,"no hit","1-10 FA"
"1410","ZFR",0.301754742,0.015731863,"no hit","1-10 FA"
"1411","ERAP1",0.383727676,0.015946855,"no hit","1-10 FA"
"1412","ALDH3A2",0.491713906,0.016007049,"no hit","1-10 FA"
"1413","DLAT",0.324190315,0.01613617,"no hit","1-10 FA"
"1414","CYB5R3",0.617047373,0.016263136,"enriched candidate","1-10 FA"
"1415","COPE",-0.367235379,0.016289284,"no hit","1-10 FA"
"1416","ESD",-0.86391527,0.016345205,"no hit","1-10 FA"
"1417","PPIF",0.538155507,0.016744458,"no hit","1-10 FA"
"1418","PEBP1",-0.80808656,0.016765521,"no hit","1-10 FA"
"1419","RPS11",-0.26259542,0.01683283,"no hit","1-10 FA"
"1420","CAPN1",-0.451884835,0.016843584,"no hit","1-10 FA"
"1421","HSPD1",0.561707188,0.01689801,"no hit","1-10 FA"
"1422","OTULIN",-0.482224315,0.016916562,"no hit","1-10 FA"
"1423","SNRPA1",0.272196933,0.017337238,"no hit","1-10 FA"
"1424","CALML5",3.320539125,0.017393204,"enriched candidate","1-10 FA"
"1425","RPS6KA3",-0.403522026,0.017410321,"no hit","1-10 FA"
"1426","HNRNPA2B1",0.446982816,0.017599463,"no hit","1-10 FA"
"1427","NUDT5",-0.640787228,0.017777959,"no hit","1-10 FA"
"1428","HNRNPUL2-BSCL2|HNRNPUL2",0.314125901,0.017785284,"no hit","1-10 FA"
"1429","RACK1",-0.419316771,0.017909686,"no hit","1-10 FA"
"1430","STAT1",-0.591934784,0.017952084,"no hit","1-10 FA"
"1431","H6PD",0.444731967,0.018204025,"no hit","1-10 FA"
"1432","RAB14",0.421262367,0.018449854,"no hit","1-10 FA"
"1433","RBM8A",0.425879022,0.018470753,"no hit","1-10 FA"
"1434","DNAJA1",-0.450652274,0.018740396,"no hit","1-10 FA"
"1435","BLVRA",-0.646037293,0.018792855,"no hit","1-10 FA"
"1436","P4HB",0.429427901,0.018944678,"no hit","1-10 FA"
"1437","RPSA",-0.364975802,0.019123337,"no hit","1-10 FA"
"1438","UAP1",-0.718878234,0.01930955,"no hit","1-10 FA"
"1439","UCHL1",-1.06445614,0.019333819,"no hit","1-10 FA"
"1440","GDI1",-0.784534006,0.019453568,"no hit","1-10 FA"
"1441","DNAJC3",0.407825242,0.019924717,"no hit","1-10 FA"
"1442","AARS",-0.984857248,0.019933768,"no hit","1-10 FA"
"1443","PITPNB",-0.651781791,0.019996146,"no hit","1-10 FA"
"1444","HNRNPL",0.402932084,0.020066146,"no hit","1-10 FA"
"1445","ARHGDIA",-0.647846912,0.020200991,"no hit","1-10 FA"
"1446","PDCD6IP",-0.484331835,0.020561007,"no hit","1-10 FA"
"1447","PSMD11",-0.305511497,0.020587687,"no hit","1-10 FA"
"1448","PFKP",-0.777431924,0.020739013,"no hit","1-10 FA"
"1449","PGD",-0.620579941,0.02073994,"no hit","1-10 FA"
"1450","DARS2",0.320728799,0.020890215,"no hit","1-10 FA"
"1451","PPP1R7",-0.827637969,0.021167438,"no hit","1-10 FA"
"1452","PABPN1|BCL2L2",0.330305965,0.021256087,"no hit","1-10 FA"
"1453","NUTF2",-0.504181837,0.021300093,"no hit","1-10 FA"
"1454","PSMD3",-0.400454408,0.021646786,"no hit","1-10 FA"
"1455","PSMA5",-0.405016238,0.021650394,"no hit","1-10 FA"
"1456","RANBP2",0.435395606,0.021929884,"no hit","1-10 FA"
"1457","PES1",0.453755208,0.022104467,"no hit","1-10 FA"
"1458","GLDC",0.345716557,0.022246968,"no hit","1-10 FA"
"1459","FKBP4",-0.513723444,0.022290935,"no hit","1-10 FA"
"1460","NOP58",0.419877942,0.022531749,"no hit","1-10 FA"
"1461","COPZ1",-0.409693873,0.022549658,"no hit","1-10 FA"
"1462","EEF1G",-0.506508162,0.022727596,"no hit","1-10 FA"
"1463","SHMT2",0.353164853,0.022799223,"no hit","1-10 FA"
"1464","GSPT1",-0.393037051,0.023005627,"no hit","1-10 FA"
"1465","LRPPRC",0.422911704,0.023355958,"no hit","1-10 FA"
"1466","NXN",-0.525872028,0.023410531,"no hit","1-10 FA"
"1467","GNA11|GNAQ",0.420974681,0.023562941,"no hit","1-10 FA"
"1468","EIF4A3",0.282275438,0.023788322,"no hit","1-10 FA"
"1469","LMNB1",0.418517077,0.023918538,"no hit","1-10 FA"
"1470","EXOSC10",0.311030992,0.024033632,"no hit","1-10 FA"
"1471","LONP1",0.540697501,0.024201316,"no hit","1-10 FA"
"1472","PNPT1",0.413145426,0.024260697,"no hit","1-10 FA"
"1473","BCAT1",-0.923537763,0.024361577,"no hit","1-10 FA"
"1474","CDC5L",0.464912339,0.024513156,"no hit","1-10 FA"
"1475","PC",0.303896363,0.024660178,"no hit","1-10 FA"
"1476","SF3B3",0.493726825,0.024662993,"no hit","1-10 FA"
"1477","HK2",0.314389969,0.024841245,"no hit","1-10 FA"
"1478","HNRNPAB",0.430849647,0.024886468,"no hit","1-10 FA"
"1479","UBR4",-0.340494838,0.025231178,"no hit","1-10 FA"
"1480","POLR1B",0.386771269,0.025240491,"no hit","1-10 FA"
"1481","MARS",-0.254909696,0.025398867,"no hit","1-10 FA"
"1482","SGTA",-0.551481667,0.025435185,"no hit","1-10 FA"
"1483","DPYSL3",-0.354119059,0.025452219,"no hit","1-10 FA"
"1484","MRPL38",0.471498521,0.025566263,"no hit","1-10 FA"
"1485","MAGOH|MAGOHB",0.348706934,0.02579518,"no hit","1-10 FA"
"1486","GLB1",0.263625023,0.025994589,"no hit","1-10 FA"
"1487","CSTF3",0.323936675,0.026307119,"no hit","1-10 FA"
"1488","RNH1",-0.757129228,0.026445526,"no hit","1-10 FA"
"1489","ANXA1",-0.574019212,0.026595421,"no hit","1-10 FA"
"1490","MTHFD1L",0.425002942,0.026612752,"no hit","1-10 FA"
"1491","PMPCB",0.260150694,0.026898093,"no hit","1-10 FA"
"1492","RBM39",0.354358537,0.027126303,"no hit","1-10 FA"
"1493","GUSB",0.333293775,0.027143554,"no hit","1-10 FA"
"1494","GOLGA2",0.407082933,0.027243636,"no hit","1-10 FA"
"1495","TAGLN2",-0.635546384,0.027317182,"no hit","1-10 FA"
"1496","PCBP1",-0.309381093,0.027318753,"no hit","1-10 FA"
"1497","PPP1R9A",0.381644752,0.027327404,"no hit","1-10 FA"
"1498","MRPL19",0.396723423,0.027338837,"no hit","1-10 FA"
"1499","GLUD1",0.37918808,0.027449227,"no hit","1-10 FA"
"1500","PSMC1",-0.300271462,0.027560766,"no hit","1-10 FA"
"1501","LARS2",0.257351195,0.027638049,"no hit","1-10 FA"
"1502","TKT",-0.856227705,0.027696384,"no hit","1-10 FA"
"1503","COQ9",0.288383524,0.027871933,"no hit","1-10 FA"
"1504","WDR75",0.563814347,0.0279915,"no hit","1-10 FA"
"1505","ADH5",-0.61384802,0.028044364,"no hit","1-10 FA"
"1506","QARS",-0.350683769,0.028423214,"no hit","1-10 FA"
"1507","MRPS23",0.232302809,0.028774449,"no hit","1-10 FA"
"1508","TROVE2",-0.452564001,0.029291084,"no hit","1-10 FA"
"1509","HIST1H1E|HIST1H1D|HIST1H1C",0.467914988,0.029375147,"no hit","1-10 FA"
"1510","AKR1A1",-0.66286024,0.029468976,"no hit","1-10 FA"
"1511","OPA1",0.39239512,0.029601068,"no hit","1-10 FA"
"1512","LMNA",0.391309466,0.029621251,"no hit","1-10 FA"
"1513","PSMB5",-0.299181007,0.029874704,"no hit","1-10 FA"
"1514","DDX56",0.280060996,0.030058427,"no hit","1-10 FA"
"1515","PSMB2",-0.311601528,0.030245632,"no hit","1-10 FA"
"1516","MSH2",-0.282695875,0.03034053,"no hit","1-10 FA"
"1517","RPS9",-0.369266835,0.030524845,"no hit","1-10 FA"
"1518","YWHAE",-0.686679365,0.030657512,"no hit","1-10 FA"
"1519","PPP2CB",-0.250127292,0.030690702,"no hit","1-10 FA"
"1520","IDH2",0.358123275,0.031086035,"no hit","1-10 FA"
"1521","CRNKL1",0.308562713,0.031121993,"no hit","1-10 FA"
"1522","PSPC1",0.238126033,0.031243986,"no hit","1-10 FA"
"1523","RAD23B",-0.630582123,0.03130928,"no hit","1-10 FA"
"1524","CPSF2",0.364839421,0.031393848,"no hit","1-10 FA"
"1525","EEF2",-0.720920941,0.031733131,"no hit","1-10 FA"
"1526","HSDL2",0.374691464,0.031869,"no hit","1-10 FA"
"1527","ACADSB",0.335460703,0.0319292,"no hit","1-10 FA"
"1528","ASNS",-0.637522657,0.032052237,"no hit","1-10 FA"
"1529","MTPN",-0.63980234,0.032146962,"no hit","1-10 FA"
"1530","CFL1",-0.402857613,0.032589912,"no hit","1-10 FA"
"1531","ADSS",-0.587452575,0.032813796,"no hit","1-10 FA"
"1532","CENPV",0.586465068,0.032882857,"enriched candidate","1-10 FA"
"1533","SRSF1",0.353331505,0.033004368,"no hit","1-10 FA"
"1534","PLS1",-0.400022597,0.0330316,"no hit","1-10 FA"
"1535","MAP2K2",-0.611950839,0.033184342,"no hit","1-10 FA"
"1536","GFM1",0.354500171,0.033391413,"no hit","1-10 FA"
"1537","DRG1",-0.300800454,0.033565185,"no hit","1-10 FA"
"1538","MCM5",-0.489710504,0.033659288,"no hit","1-10 FA"
"1539","CUL3",-0.288669712,0.033660538,"no hit","1-10 FA"
"1540","POR",0.302725395,0.033819474,"no hit","1-10 FA"
"1541","PSMA6",-0.499891561,0.034246743,"no hit","1-10 FA"
"1542","MUT",0.351887602,0.034388364,"no hit","1-10 FA"
"1543","WAPL|WAPAL",0.419234457,0.034522785,"no hit","1-10 FA"
"1544","RPA1",-0.366053099,0.03484104,"no hit","1-10 FA"
"1545","ANXA2",0.411774489,0.034893394,"no hit","1-10 FA"
"1546","WDR43",0.462933817,0.035090473,"no hit","1-10 FA"
"1547","PPM1G",-0.656970084,0.035213282,"no hit","1-10 FA"
"1548","CKB",-0.746564471,0.035681408,"no hit","1-10 FA"
"1549","TTLL12",-0.426733834,0.035760616,"no hit","1-10 FA"
"1550","TTC38",-0.55133879,0.035793111,"no hit","1-10 FA"
"1551","CUL5",-0.376204079,0.035802568,"no hit","1-10 FA"
"1552","COPB1",-0.327947253,0.035839226,"no hit","1-10 FA"
"1553","FH",0.360136389,0.036101128,"no hit","1-10 FA"
"1554","TPR",0.259836293,0.036896458,"no hit","1-10 FA"
"1555","CS",0.308091468,0.036992717,"no hit","1-10 FA"
"1556","TJP1",0.343418362,0.037275725,"no hit","1-10 FA"
"1557","PRDX3",0.453089119,0.0376226,"no hit","1-10 FA"
"1558","PRKAR1A",-0.247190813,0.037832791,"no hit","1-10 FA"
"1559","BUB3",-0.443927888,0.038335093,"no hit","1-10 FA"
"1560","RPL23",-0.273754656,0.038439605,"no hit","1-10 FA"
"1561","DNAJA2",-0.333914637,0.03852002,"no hit","1-10 FA"
"1562","HNRNPA1",0.385820692,0.03871704,"no hit","1-10 FA"
"1563","GPI",-0.637747088,0.039044907,"no hit","1-10 FA"
"1564","DBN1",0.342504042,0.039121607,"no hit","1-10 FA"
"1565","NAXE",-0.436552219,0.039339724,"no hit","1-10 FA"
"1566","TCEB2",-0.409729793,0.039427862,"no hit","1-10 FA"
"1567","DAP3",0.548739753,0.039968125,"no hit","1-10 FA"
"1568","PRPF40A",0.29539252,0.040218231,"no hit","1-10 FA"
"1569","H1F0",0.467223843,0.040220061,"no hit","1-10 FA"
"1570","OGDH",0.270553764,0.040599722,"no hit","1-10 FA"
"1571","RMDN3",0.389769454,0.040649518,"no hit","1-10 FA"
"1572","SRGAP2",-0.285775079,0.040822718,"no hit","1-10 FA"
"1573","DDX39A",0.391978425,0.040957708,"no hit","1-10 FA"
"1574","PYGB",-0.34533638,0.041693158,"no hit","1-10 FA"
"1575","ADSL",-0.504212332,0.041930088,"no hit","1-10 FA"
"1576","ATP1A1",0.605336718,0.041999557,"enriched candidate","1-10 FA"
"1577","PMM2",-0.468477887,0.042220576,"no hit","1-10 FA"
"1578","CARM1",-0.34726179,0.042528516,"no hit","1-10 FA"
"1579","CLP1",0.28079513,0.042869361,"no hit","1-10 FA"
"1580","BAZ1B",0.443313758,0.043118689,"no hit","1-10 FA"
"1581","HIP1",0.268779529,0.043733785,"no hit","1-10 FA"
"1582","LGMN",0.308040556,0.043805025,"no hit","1-10 FA"
"1583","PPP1R9B",0.297962201,0.044171692,"no hit","1-10 FA"
"1584","UQCRC2",0.34905634,0.044290371,"no hit","1-10 FA"
"1585","CNBP",-0.357912589,0.044386843,"no hit","1-10 FA"
"1586","USP9X",-0.219492648,0.044416159,"no hit","1-10 FA"
"1587","SYNE1",0.251591723,0.044578678,"no hit","1-10 FA"
"1588","KDELC2",0.372424764,0.045178958,"no hit","1-10 FA"
"1589","EFL1",-0.452368992,0.045293574,"no hit","1-10 FA"
